Variable,Coefficient,Std Error,P-value
s6,-3.039052819985363,2.4602871359827208,0.21674002630855282
s6,-4.234101289771264,4.886765227659958,0.3862475224555353
s6,-1.3457605786339202,1.9638803886477123,0.4931824691913971
