Variable,Coefficient,Std Error,P-value
s6,-3.0390528199854554,2.4602871359826772,0.21674002630853062
s6,-4.234101289771264,4.886765227660065,0.38624752245554594
s6,-1.3457605786342306,1.9638803886479168,0.49318246919134234
