Variable,Coefficient,Std Error,P-value
s6,2.2092117930362773,5.493057574844898,0.6875496982646006
s6,7.8722251861552195,8.854511532778517,0.3739688219689179
s6,-0.3391505230070516,3.344863522526304,0.9192373596337671
