Variable,Coefficient,Std Error,P-value
s6,20.19679221584306,34.94207937304163,0.5632588958433575
s6,11.686656383065767,22.611924854589887,0.6052706598534947
s6,41.043065839884676,22.682040052295882,0.07037394616509655
