country,t,onset2COWCS,decade,democracy,logmountain,ethnic_fractionalization,religion_fractionalization,language_fractionalization,leg_british,opec,logpop_M_diff,logpopdens_diff,logoutreg_diff,ecgrowth_demeaned,oilreserves_full,oilreserves,oilreserves_public,treat_agri,treat_mine,treat_fuel,treat_metal,iv_transport,iv_agri,iv_mine,iv_fuel,iv_metal
LTU,1993,0.0,7.0,0.01,,0.0032229999,0.004141,0.003219,0.0,0.0,-3.0517578e-05,-3.0513853e-05,-0.0014436245,-0.17878246,,,,1.0,1.0,1.0,1.0,1.0,0.0,,,
LUX,1993,0.0,7.0,,-0.095670156,0.005302,0.000911,0.00644,0.0,0.0,,,-0.0014436245,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
LVA,1993,0.0,7.0,0.009,,0.005867,0.005556,0.005795,0.0,0.0,-0.00019361824,-0.00019361824,-0.0014436245,-0.12590678,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,,
MAC,1993,0.0,7.0,,,,0.0055110003,0.0025189999,0.0,0.0,,,-0.0049387366,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,
MAR,1993,0.0,7.0,0.0015,0.0383298,0.0048410003,3.5e-05,0.004683,0.0,0.0,0.00021206588,0.00021206588,-0.0006608814,-0.046532154,1604.0,,0.001604,,1.0,,,0.0,0.0,,,
MCO,1993,0.0,7.0,,,0.006838,0.003047,0.007305,,0.0,,,-0.0014436245,,,,,,1.0,,,0.0,0.0,,,
MDA,1993,0.0,7.0,0.0085,-0.095670156,0.005535,0.005603,0.0055330005,0.0,0.0,1.3507903e-05,1.3511628e-05,-0.0014436245,0.008952235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
MDG,1993,0.0,7.0,0.0095,0.034904286,0.008791001,0.005191,0.00020400001,0.0,0.0,0.0003028363,0.0003028363,-0.0006608814,-0.0056796065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
MDV,1993,0.0,7.0,,,,,,0.01,0.0,,,-0.0049387366,,0.0,0.0,0.0,,1.0,1.0,,0.0,0.0,,,
MEX,1993,0.0,7.0,0.005,0.03440418,0.0054180003,0.001796,0.001511,0.0,0.0,0.00018420815,0.00018420815,-0.0015039295,-0.018267224,41.13287,41.13287,51.037,0.0,,,,0.0,0.0,,,
MKD,1993,0.0,7.0,0.008,,0.0050230003,0.005899,0.005021,,0.0,0.0001481846,0.00014818087,-0.0014436245,-0.09485242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
MLI,1993,0.0,7.0,0.0085,-0.0091629075,0.006906,0.00182,0.008388001,0.0,0.0,0.00020684302,0.00020684302,-0.0006608814,-0.061106123,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,
MLT,1993,0.0,7.0,,-0.095670156,0.000414,0.001223,0.000907,0.0,0.0,,,-0.0014436245,,0.0,0.0,0.0,0.0,1.0,1.0,,,0.0,,,
MMR,1993,,7.0,0.0015,0.035723455,0.0050620004,0.0019740001,0.005072,0.0,0.0,0.00010789931,0.00010789558,-0.0049387366,0.011410214,50000.0,,0.05,0.0,0.0,0.0,0.0,0.0,0.0,,,
MNG,1993,0.0,7.0,0.0095,0.035918176,0.003682,0.000799,0.003734,0.0,0.0,0.00017844886,0.00017844466,-0.0049387366,-0.061878577,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,
MOZ,1993,0.0,7.0,0.002,0.008754687,0.0069319997,0.006759,0.008125,0.0,0.0,0.00038065016,0.00038065016,-0.0006608814,0.033741232,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,,,
MRT,1993,0.0,7.0,0.002,-0.095670156,0.0061500003,0.000149,0.0032600001,0.0,0.0,0.00036729127,0.00036729174,-0.0006608814,-0.0024184622,0.0,0.0,0.0,1.0,0.0,1.0,,1.0,0.0,,,
MUS,1993,0.0,7.0,0.01,-0.095670156,0.004634,0.006385,0.004547,0.0,0.0,0.00012669712,0.00012670457,-0.0006608814,0.021410566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
MWI,1993,0.0,7.0,0.001,0.021747518,0.0067439997,0.008192,0.006023,0.01,0.0,0.00017463416,0.00017463788,-0.0006608814,0.062347963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
MYS,1993,0.0,7.0,0.007,0.026878474,0.00588,0.006657,0.00597,0.01,0.0,0.00023152679,0.00023152679,-0.0049387366,0.037756484,5.4805117,5.4805117,4.33,0.0,,0.0,0.0,0.0,0.0,,,
NAM,1993,0.0,7.0,0.008,0.023887627,0.006329,0.0066259997,0.007005,0.01,0.0,0.00027092546,0.00027092407,-0.0006608814,-0.059835598,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
NCL,1993,0.0,7.0,,,,0.0054619997,0.006633,0.0,0.0,,,-0.00084495544,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,
NER,1993,0.0,7.0,0.009,0.007419373,0.006518,0.002013,0.006519,0.0,0.0,0.00031878054,0.00031877868,-0.0006608814,-0.016178159,0.0,0.0,0.0,,1.0,,,,0.0,,,
NGA,1993,0.0,7.0,0.0015,0.008754687,0.008505,0.007421,0.008503,0.01,1.0,0.0002501905,0.0002501905,-0.0006608814,-0.017655909,29.717606,29.717606,19.44541,0.0,0.0,0.0,0.0,0.0,0.0,,,
NIC,1993,0.0,7.0,0.008,0.022300145,0.004844,0.00429,0.000473,0.0,0.0,0.00029896945,0.00029896945,-0.0015039295,-0.03776768,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,,
NLD,1993,0.0,7.0,0.01,-0.095670156,0.001054,0.0072219996,0.005143,0.0,0.0,6.6138804e-05,6.614253e-05,-0.0014436245,-0.021001274,0.3774131,0.3774131,0.14465,0.0,0.0,0.0,0.0,0.0,0.0,,,
NOR,1993,0.0,7.0,0.01,0.033809945,0.00058600004,0.002048,0.000673,0.0,0.0,5.955994e-05,5.9563667e-05,-0.0014436245,-0.007479226,22.130125,22.130125,9.185901,,,,,,0.0,,,
NPL,1993,0.0,7.0,0.0075,0.043000028,0.006632,0.001417,0.0071670003,0.01,0.0,0.0002989769,0.0002989769,-0.0049387366,-0.0068091145,0.0,0.0,0.0,,,,,,0.0,,,
NZL,1993,0.0,7.0,0.01,0.033428617,0.003969,0.00811,0.001657,0.01,0.0,0.00012231618,0.00012231618,-0.00084495544,0.034286845,169570.0,,0.16957,,,,,0.0,0.0,,,
OMN,1993,0.0,7.0,0.0005,0.010296194,0.004373,0.0043220003,0.003567,0.0,0.0,0.0003767833,0.0003767796,-0.0049387366,-0.030839454,9.474619,9.474619,4.7415,,1.0,,1.0,0.0,0.0,,,
PAK,1993,0.0,7.0,0.009,0.037612002,0.007098,0.003848,0.00719,0.01,0.0,0.00019994378,0.00019994378,-0.0049387366,-0.024628093,0.34049955,0.34049955,0.412,0.0,,0.0,,0.0,0.0,,,
PAN,1993,0.0,7.0,0.009,0.024849067,0.005528,0.0033379998,0.0038730002,0.0,0.0,0.00019495189,0.00019495189,-0.0015039295,0.013380753,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,
PER,1993,,7.0,0.0055,0.03862833,0.006566,0.001988,0.003358,0.0,0.0,0.00020697713,0.00020697154,-0.0015039295,0.019817483,1.735863,1.735863,0.5901665,,,,,,0.0,,,
PHL,1993,0.0,7.0,0.009,0.03058707,0.002385,0.003056,0.00836,0.0,0.0,0.00020951033,0.00020951033,-0.0049387366,-0.022841575,147540.0,,0.14754,0.0,,0.0,0.0,0.0,0.0,,,
PNG,1993,0.0,7.0,0.007,0.035723455,0.0027180002,0.005523,0.003526,0.01,0.0,,,-0.00084495544,,0.495413,0.495413,0.34,0.0,1.0,1.0,,,0.0,,,
POL,1993,0.0,7.0,0.009,-0.0022314354,0.0011829999,0.0017120001,0.00046799998,0.0,0.0,2.5264919e-05,2.5261194e-05,-0.0014436245,0.011732085,42208.0,,0.042208,0.0,0.0,0.0,1.0,0.0,0.0,,,
PRK,1993,0.0,7.0,0.0005,,0.00039200002,0.004891,2.7999999e-05,0.0,0.0,0.00017292798,0.00017292798,-0.0049387366,-0.022454496,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0,,,
PRT,1993,0.0,7.0,0.01,0.01757858,0.00046799998,0.001438,0.000198,0.0,0.0,4.0359795e-05,4.036352e-05,-0.0014436245,-0.054207996,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,
PRY,1993,0.0,7.0,0.0085,0.000953102,0.0016889999,0.002123,0.005975,0.0,0.0,0.0002830699,0.00028306805,-0.0015039295,0.0018850518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
PYF,1993,0.0,7.0,,,,0.0058130003,0.006078,,0.0,,,-0.00084495544,,0.0,0.0,0.0,,,,,,0.0,,,
QAT,1993,0.0,7.0,0.0,-0.095670156,0.007456,0.00095,0.0047999998,0.0,1.0,0.00031513348,0.00031512976,-0.0049387366,-0.03002423,32.25939,32.25939,3.425,,,1.0,1.0,,0.0,,,
RUS,1993,0.0,7.0,0.0065,0.026532419,0.002452,0.004398,0.002485,0.0,0.0,-6.7800283e-07,-6.7427754e-07,-0.0014436245,-0.09882926,89.7075,89.7075,,,,,1.0,1.0,0.0,,,
RWA,1993,,7.0,0.0015,0.04295924,0.003238,0.0050660004,,0.0,0.0,0.00038976967,0.00038976595,-0.0006608814,-0.13417858,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,
SAU,1993,0.0,7.0,0.0,0.02442347,0.0018000001,0.00127,0.00094899995,0.01,1.0,0.0006355345,0.00063553266,-0.0049387366,-0.092364796,241.24248,241.24248,260.8485,,,,1.0,,0.0,,,
SEN,1993,0.0,7.0,0.0045,-0.095670156,0.006939,0.001497,0.006961,0.0,0.0,0.00029536337,0.00029536337,-0.0006608814,-0.053683344,0.0,0.0,0.0,,0.0,1.0,,,0.0,,,
SGP,1993,0.0,7.0,0.004,-0.095670156,0.0038569998,0.006561,0.003835,0.01,0.0,0.0002812147,0.0002812147,-0.0049387366,0.045814145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
SLE,1993,,7.0,0.0015,0.005306283,0.008191001,0.005395,0.0076340004,0.01,0.0,-0.00011005998,-0.00011005625,-0.0006608814,0.008960915,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,
SLV,1993,0.0,7.0,0.0085,0.023321439,0.001978,0.0035589999,,0.0,0.0,0.00017823279,0.00017822906,-0.0015039295,0.03073784,0.0,0.0,0.0,,,1.0,,,0.0,,,
SMR,1993,0.0,7.0,,,0.002927,0.0019750001,,,0.0,,,-0.0014436245,,,,,,1.0,0.0,,,0.0,,,
SOM,1993,,7.0,0.005,0.025336968,0.008117,2.7999999e-05,0.000326,0.01,0.0,-2.4877489e-05,-2.4877489e-05,-0.0006608814,0.0007949027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
STP,1993,0.0,7.0,,,,0.001866,0.002322,0.0,0.0,0.00027638674,0.00027638674,-0.0006608814,-0.028426336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
SUR,1993,0.0,7.0,,0.014816046,0.007332,0.00791,0.00331,0.0,0.0,,,-0.0015039295,,49200.0,,0.0492,0.0,0.0,0.0,0.0,0.0,0.0,,,
SVK,1993,0.0,7.0,0.0085,,0.002539,0.005655,0.002551,,0.0,3.8936734e-05,3.8936734e-05,-0.0014436245,-0.015818989,,,,0.0,1.0,1.0,0.0,1.0,0.0,,,
SVN,1993,0.0,7.0,0.01,,0.0022159999,0.002868,0.002201,,0.0,3.5837293e-06,3.5837293e-06,-0.0014436245,-0.009355435,,,,0.0,1.0,0.0,1.0,0.0,0.0,,,
SWE,1993,0.0,7.0,0.01,0.009555114,0.00059999997,0.002342,0.0019679999,0.0,0.0,5.866587e-05,5.866401e-05,-0.0014436245,-0.042794485,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
SWZ,1993,0.0,7.0,0.0005,0.027212955,0.000582,0.0044440003,0.001722,0.01,0.0,0.00030209124,0.00030209124,-0.0006608814,-0.02476747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
SYC,1993,0.0,7.0,,-0.095670156,0.002025,0.002323,0.0016060001,0.0,0.0,0.00011205673,0.00011206046,-0.0006608814,0.031744726,0.0,0.0,0.0,,1.0,,,0.0,0.0,,,
SYR,1993,0.0,7.0,0.0005,0.01686399,0.005399,0.0043099998,0.0018170001,0.0,0.0,0.0002686605,0.00026865304,-0.0049387366,0.051629826,3.501114,3.501114,2.325,0.0,,0.0,0.0,0.0,0.0,,,
TCD,1993,0.0,7.0,0.003,0.021400662,0.0086199995,0.0064109997,0.008635,0.0,0.0,0.00018323958,0.00018324144,-0.0006608814,-0.045372467,1.1405,1.1405,,,1.0,,,,0.0,,,
TGO,1993,0.0,7.0,0.004,-0.095670156,0.0070990003,0.0065960004,0.00898,0.0,0.0,-5.7645142e-05,-5.7645142e-05,-0.0006608814,-0.16153584,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,0.0,,,
THA,1993,0.0,7.0,0.0095,0.01686399,0.0063380003,0.000994,0.006344,0.01,0.0,0.00012862682,0.0001286231,-0.0049387366,0.0275747,0.72624004,0.72624004,0.23,0.0,0.0,0.0,0.0,0.0,0.0,,,
TJK,1993,,7.0,0.002,0.043944493,0.005107,0.0033860002,0.005473,0.0,0.0,8.509308e-05,8.5089356e-05,-0.0049387366,-0.14245091,,,,,0.0,0.0,0.0,0.0,0.0,,,
TKM,1993,0.0,7.0,0.0005,,0.003918,0.002327,0.003984,0.0,0.0,0.00022461265,0.00022461265,-0.0049387366,-0.023284,2.1344874,2.1344874,,1.0,1.0,1.0,1.0,1.0,0.0,,,
TTO,1993,0.0,7.0,0.0095,-0.095670156,0.0064749997,0.007936,0.001251,0.01,0.0,7.912517e-06,7.908791e-06,-0.0015039295,-0.044691347,1.0911047,1.0911047,0.56635,,0.0,0.0,1.0,,0.0,,,
TUN,1993,0.0,7.0,0.0035,0.010296194,0.000394,0.000104,0.000124,0.0,0.0,0.0001828298,0.0001828298,-0.0006608814,-0.027175171,0.703476,0.703476,1.03455,1.0,1.0,1.0,1.0,,0.0,,,
TUR,1993,,7.0,0.009,0.042668965,0.0032,4.9000002e-05,0.0022159999,0.0,0.0,0.00018043816,0.00018043816,-0.0049387366,0.033618443,0.4066152,0.4066152,0.474761,0.0,0.0,0.0,,0.0,0.0,,,
TWN,1993,0.0,7.0,0.0085,0.038416006,0.002744,0.0068449997,0.005028,,0.0,9.714067e-05,9.714067e-05,-0.0049387366,0.018510934,4000.0,,0.004,,,0.0,0.0,0.0,0.0,,,
TZA,1993,0.0,7.0,0.0025,0.030773124,0.007353,0.0063340003,0.008983,0.01,0.0,0.00034121424,0.00034121796,-0.0006608814,-0.03220139,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,
UGA,1993,0.0,7.0,0.003,0.022407096,0.009302,0.006332,0.009227,0.01,0.0,0.0003643185,0.00036431476,-0.0006608814,0.03763883,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,
UKR,1993,0.0,7.0,0.0075,,0.004737,0.006157,0.004741,0.0,0.0,3.4719706e-06,3.4719706e-06,-0.0014436245,-0.13708821,1.4700471,1.4700471,,0.0,0.0,0.0,,0.0,0.0,,,
URY,1993,0.0,7.0,0.01,-0.095670156,0.002504,0.0035479998,0.000817,0.0,0.0,6.953627e-05,6.953254e-05,-0.0015039295,0.010437714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,
USA,1993,0.0,7.0,0.01,0.031738784,0.004901,0.008241001,0.002514,0.01,0.0,0.00012999028,0.00012999028,0.007830873,-0.007611732,37.422226,37.422226,27.4305,,,,,,0.0,,,
UZB,1993,0.0,7.0,0.0005,,0.004125,0.002133,0.00412,0.0,0.0,0.00023687631,0.00023687631,-0.0049387366,-0.059471335,2.239968,2.239968,,0.0,,0.0,1.0,0.0,0.0,,,
VEN,1993,0.0,7.0,0.009,0.03058707,0.004966,0.00135,0.000686,0.0,1.0,0.00021741539,0.00021741539,-0.0015039295,-0.043521076,104.154884,104.154884,63.549,,,,,,0.0,,,
VGB,1993,0.0,7.0,,,,,,,0.0,,,-0.0015039295,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,
VNM,1993,0.0,7.0,0.0015,0.029549103,0.002383,0.00508,0.002377,0.0,0.0,0.00018461794,0.00018461794,-0.0049387366,0.033618912,1.4500725,1.4500725,0.5481,0.0,,0.0,0.0,0.0,0.0,,,
VUT,1993,0.0,7.0,,0.0,0.000413,0.007044,0.005794,0.01,0.0,,,-0.00084495544,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,
WSM,1993,0.0,7.0,,,0.001376,0.007871,0.000111,,0.0,,,-0.00084495544,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,
YEM,1993,0.0,7.0,0.004,0.03303217,,2.3e-05,8.0000005e-05,,0.0,0.0003799945,0.00037999824,-0.0049387366,-0.029007044,2.321159,2.321159,2.993,0.0,1.0,,,,0.0,,,
ZAF,1993,,7.0,0.009,0.020412203,0.0075169997,0.008603,0.008652,0.01,0.0,0.00020968914,0.00020968914,-0.0006608814,-0.020303704,,,,0.0,0.0,,1.0,0.0,0.0,,,
ZMB,1993,0.0,7.0,0.008,-0.01609438,0.007808,0.007359,0.008734,0.01,0.0,0.00026430935,0.00026430748,-0.0006608814,0.034360744,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,,,
ZWE,1993,0.0,7.0,0.002,0.010647108,0.003874,0.007363,0.004472,0.01,0.0,0.0002361089,0.00023610517,-0.0006608814,-0.013987927,0.0,0.0,0.0,0.0,,1.0,,,0.0,,,
ABW,1994,0.0,7.0,,,,0.004107,0.003889,,0.0,,,0.0029202104,,,,,1.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0
AFG,1994,,7.0,0.005,0.041835755,0.0076929997,0.002717,0.006141,0.0,0.0,0.0007994771,0.00079948455,0.0056658983,-0.11196112,,,,1.0,1.0,,,,1.0,1.0,0.0,0.0
AGO,1994,,7.0,0.0045,0.022721259,0.007867,0.0062760003,0.00787,0.0,0.0,0.00022717565,0.00022717565,0.0020748675,-0.022303127,4.295425,4.295425,2.2323499,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
ALB,1994,0.0,7.0,0.0075,,0.002204,0.004719,0.000399,0.0,0.0,7.95424e-05,7.9546124e-05,0.0005501956,0.047825813,0.0223311,0.0223311,0.165,0.0,1.0,1.0,,,1.0,1.0,0.0,0.0
AND,1994,0.0,7.0,,,0.007139,0.002326,0.0068480005,,0.0,,,0.0005501956,,,,,,1.0,,1.0,,1.0,1.0,0.0,0.0
ANT,1994,0.0,7.0,,,,0.0038659999,0.0025080002,,0.0,,,0.0029202104,,0.0,0.0,0.0,,,0.0,0.0,,1.0,1.0,0.0,0.0
ARE,1994,0.0,7.0,0.001,-0.095670156,0.0062519996,0.00331,0.004874,0.01,1.0,0.0005996525,0.0005996525,0.0056658983,0.020433009,46.62504,46.62504,98.1,,0.0,,,,1.0,1.0,0.0,0.0
ARG,1994,0.0,7.0,0.0085,0.03346389,0.0025499999,0.002236,0.000618,0.0,0.0,0.00012706965,0.00012707151,0.0029202104,0.05619428,5.973879,5.973879,1.91131,,,,,,1.0,1.0,0.0,0.0
ARM,1994,0.0,7.0,0.0085,,0.001272,0.004576,0.0012909999,0.0,0.0,-0.00033183396,-0.00033183768,0.0056658983,0.0422109,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
ATG,1994,0.0,7.0,,,0.0016429999,0.00684,0.001063,0.01,0.0,,,0.0029202104,,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,1.0,1.0,0.0,0.0
AUS,1994,0.0,7.0,0.01,0.007419373,0.00092900003,0.008211,0.003349,0.01,0.0,9.777397e-05,9.7771175e-05,0.0020814538,0.0120774545,4.942728,4.942728,2.7162547,0.0,,,,,1.0,1.0,0.0,0.0
AUT,1994,0.0,7.0,0.01,0.040271357,0.001068,0.0041460004,0.001522,0.0,0.0,4.862994e-05,4.8626214e-05,0.0005501956,-0.0075178295,0.0,0.0,0.09473,,0.0,,,,1.0,1.0,0.0,0.0
AZE,1994,,7.0,0.0035,0.032425925,0.002047,0.004899,0.002054,0.0,0.0,1.7359853e-05,1.7359853e-05,0.0056658983,-0.24148281,13.104377,13.104377,,,1.0,1.0,,1.0,1.0,1.0,0.0,0.0
BDI,1994,,7.0,0.005,0.04310799,0.0029510001,0.005158,0.0029769999,0.0,0.0,8.5905194e-05,8.5905194e-05,0.0020748675,-0.05194114,0.0,0.0,0.0,,,,0.0,,1.0,1.0,0.0,0.0
BEL,1994,0.0,7.0,0.01,-0.095670156,0.005554,0.002127,0.005409,0.0,0.0,3.709644e-05,3.7100166e-05,0.0005501956,0.008668151,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0
BEN,1994,0.0,7.0,0.008,-0.095670156,0.007871999,0.0055440003,0.007905,0.0,0.0,0.00044295192,0.0004429482,0.0020748675,-0.0060764765,19900.0,,0.0199,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0
BFA,1994,0.0,7.0,0.0025,-0.095670156,0.007377,0.005798,0.007228,0.0,0.0,0.00035407394,0.00035407394,0.0020748675,-0.035859883,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0
BGD,1994,0.0,7.0,0.008,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,0.00020931661,0.00020932406,0.0056658983,0.005439532,4000.0,,0.004,,1.0,,,,1.0,1.0,0.0,0.0
BGR,1994,0.0,7.0,0.009,0.03010621,0.004021,0.005965,0.0030309998,0.0,0.0,-0.000105433166,-0.000105433166,0.0005501956,0.005720651,15000.0,,0.015,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
BHR,1994,0.0,7.0,0.0005,-0.095670156,0.005021,0.005528,0.004344,0.01,0.0,0.0002612397,0.00026124716,0.0056658983,-0.050623834,0.2964002,0.2964002,0.069584,,,,,0.0,1.0,1.0,0.0,0.0
BHS,1994,0.0,7.0,,-0.095670156,0.004228,0.006815,0.0018549999,0.01,0.0,,,0.0029202104,,0.0,0.0,0.0,,1.0,0.0,0.0,,1.0,1.0,0.0,0.0
BIH,1994,,7.0,0.005,0.041026432,0.0063,0.0068510002,0.0067510004,,0.0,-0.0004394278,-0.00043943152,0.0005501956,0.010344431,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0
BLR,1994,0.0,7.0,0.0085,,0.003222,0.006116,0.004666,0.0,0.0,-1.1712313e-05,-1.1712313e-05,0.0005501956,-0.15073916,,,,1.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0
BLZ,1994,0.0,7.0,,0.0130833285,0.007015,0.0058130003,0.006303,0.01,0.0,,,0.0029202104,,0.0,0.0,0.0,1.0,1.0,,0.0,,1.0,1.0,0.0,0.0
BMU,1994,0.0,7.0,,,,0.007112,,0.01,0.0,,,-0.0013925731,,0.0,0.0,0.0,,1.0,,,,1.0,1.0,0.0,0.0
BOL,1994,0.0,7.0,0.0095,0.035807375,0.007396,0.002085,0.00224,0.0,0.0,0.00022567064,0.00022567436,0.0029202104,0.0151203,0.4482583,0.4482583,0.108392,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
BRA,1994,0.0,7.0,0.009,0.0113140205,0.0054079997,0.0060540005,0.00046799998,0.0,0.0,0.00015679002,0.00015679747,0.0029202104,0.023143249,5.938975,5.938975,4.4872212,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
BRB,1994,0.0,7.0,,-0.095670156,0.0014229999,0.006934,0.000926,0.01,0.0,,,0.0029202104,,3501.0,,0.003501,,1.0,,,,1.0,1.0,0.0,0.0
BRN,1994,0.0,7.0,,,0.005416,0.004404,0.003438,0.01,0.0,,,0.0056658983,,1.646408,1.646408,1.2689999,,,,1.0,,1.0,1.0,0.0,0.0
BTN,1994,0.0,7.0,0.0,0.045464814,0.00605,0.003787,0.006056,0.01,0.0,,,0.0056658983,,0.0,0.0,0.0,1.0,1.0,,0.0,1.0,1.0,1.0,0.0,0.0
BWA,1994,0.0,7.0,0.0085,-0.095670156,0.004102,0.0059859995,0.00411,0.01,0.0,0.00031414628,0.00031414162,0.0020748675,-0.044567764,0.0,0.0,0.0,,,1.0,,,1.0,1.0,0.0,0.0
CAF,1994,0.0,7.0,0.0075,0.014816046,0.0082950005,0.007916,0.008334,0.0,0.0,0.00028914213,0.0002891384,0.0020748675,0.041443408,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
CAN,1994,0.0,7.0,0.01,0.027343675,0.007124,0.006958,0.005772,0.01,0.0,0.00012971461,0.00012971088,-0.0013925731,0.013580339,11.418967,11.418967,7.7523003,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0
CHE,1994,0.0,7.0,0.01,0.04203199,0.0053140004,0.0060829995,0.0054409998,0.0,0.0,7.947534e-05,7.947534e-05,0.0005501956,-0.015760079,0.0,0.0,0.0,,1.0,1.0,1.0,,1.0,1.0,0.0,0.0
CHL,1994,0.0,7.0,0.009,0.040535226,0.0018610001,0.003841,0.0018709999,0.0,0.0,0.00015258044,0.00015257671,0.0029202104,0.042592365,0.04954725,0.04954725,0.3,1.0,,1.0,1.0,,1.0,1.0,0.0,0.0
CHN,1994,0.0,7.0,0.0015,0.036216706,0.001538,0.006643,0.001327,0.0,0.0,0.00011302531,0.00011302531,0.0056658983,0.045056473,31.355972,31.355972,20.11788,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
CIV,1994,0.0,7.0,0.002,-0.0091629075,0.008204,0.007551,0.007842001,0.0,0.0,0.00036785007,0.00036785007,0.0020748675,-0.018708821,50000.0,,0.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
CMR,1994,0.0,7.0,0.003,0.028735647,0.008635,0.007338,0.008898,0.0,0.0,0.00026252866,0.00026253238,0.0020748675,-0.0613075,0.5997245,0.5997245,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
COD,1994,0.0,7.0,0.005,0.014350845,0.008747,0.0070209997,0.008705,0.0,0.0,0.0003335923,0.0003335867,0.0020748675,-0.058107372,187000.0,,0.187,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
COG,1994,0.0,7.0,0.0075,-0.095670156,0.008747,0.0066420003,0.006871,0.0,0.0,0.00032164156,0.00032163784,0.0020748675,-0.09638153,1.620688,1.620688,1.12135,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
COL,1994,0.0,7.0,0.0095,0.03613617,0.006014,0.001478,0.00019300001,0.0,0.0,0.00019655377,0.00019656122,0.0029202104,0.023763556,5.0619164,5.0619164,2.5371,0.0,,0.0,,0.0,1.0,1.0,0.0,0.0
CPV,1994,0.0,7.0,,0.028154088,0.004174,0.000766,,0.0,0.0,0.00015495345,0.00015495345,0.0020748675,0.016207837,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0
CRI,1994,0.0,7.0,0.01,0.031000923,0.002368,0.00241,0.000489,0.0,0.0,0.00021439046,0.00021439046,0.0029202104,-0.00041580945,0.0,0.0,0.0,1.0,1.0,,,,1.0,1.0,0.0,0.0
