country,t,onset2COWCS,decade,democracy,logmountain,ethnic_fractionalization,religion_fractionalization,language_fractionalization,leg_british,opec,logpop_M_diff,logpopdens_diff,logoutreg_diff,ecgrowth_demeaned,oilreserves_full,oilreserves,oilreserves_public,treat_agri,treat_mine,treat_fuel,treat_metal,iv_transport,iv_agri,iv_mine,iv_fuel,iv_metal
IND,1998,0.0,7.0,0.0095,0.025572272,0.0041819997,0.0032600001,0.008069,0.01,0.0,0.00018003583,0.0001800321,0.0006361753,0.027380334,5.7330556,5.7330556,4.866971,,,,,,0.0,1.0,1.0,1.0
IRL,1998,0.0,7.0,0.01,-0.095670156,0.001206,0.00155,0.000312,0.01,0.0,0.00010935217,0.00010935217,0.010252938,0.035597127,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
IRN,1998,0.0,7.0,0.0065,0.0364545,0.0066839997,0.0011519999,0.0074620005,0.0,1.0,8.1047416e-05,8.1047416e-05,0.0006361753,-0.018707253,78.88596,78.88596,93.35,0.0,,1.0,0.0,0.0,0.0,1.0,1.0,1.0
IRQ,1998,0.0,7.0,0.0005,0.017917594,0.003689,0.004844,0.003694,0.0,1.0,0.0002950281,0.00029502064,0.0006361753,0.10936122,76.95355,76.95355,112.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
ISL,1998,0.0,7.0,,0.026173959,0.000798,0.001913,0.00082,0.0,0.0,,,0.010252938,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
ISR,1998,0.0,7.0,0.0095,0.005306283,0.003436,0.0034689999,0.005525,0.01,0.0,0.00025921315,0.0002592057,0.0006361753,-0.02954002,4030.0,,0.00403,,,,1.0,0.0,0.0,1.0,1.0,1.0
ITA,1998,0.0,7.0,0.01,0.031000923,0.001145,0.0030270002,0.001147,0.0,0.0,1.231581e-05,1.2319535e-05,0.010252938,-0.017642643,0.996454,0.996454,0.788499,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
JAM,1998,0.0,7.0,0.0095,0.010296194,0.004129,0.00616,0.001098,0.01,0.0,0.00011444837,0.00011444464,0.008288056,-0.035095256,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,1.0
JOR,1998,0.0,7.0,0.004,0.026532419,0.005926,0.00065899995,0.000396,0.0,0.0,0.00034677237,0.00034677237,0.0006361753,-0.029822778,300.0,,0.0003,,,,,0.0,0.0,1.0,1.0,1.0
JPN,1998,0.0,7.0,0.01,0.026878474,0.000119000004,0.005406,0.000178,0.0,0.0,2.297014e-05,2.2966415e-05,0.0006361753,-0.06609606,60189.0,,0.060189,,,,1.0,0.0,0.0,1.0,1.0,1.0
KAZ,1998,0.0,7.0,0.003,,0.006171,0.005898,0.0066210004,0.0,0.0,-0.00015451759,-0.00015451387,0.0006361753,-0.029941518,16.818312,16.818312,15.2185,,,1.0,1.0,0.0,0.0,1.0,1.0,1.0
KEN,1998,0.0,7.0,0.004,0.03269569,0.008588,0.0077649998,0.0088599995,0.01,0.0,0.00023073703,0.00023073703,0.0081098825,-0.017108921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
KGZ,1998,0.0,7.0,0.0035,,0.0067519997,0.00447,0.005949,0.0,0.0,0.00014140457,0.00014140457,0.0006361753,0.016119674,40000.0,,0.04,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
KHM,1998,0.0,7.0,0.006,0.0,0.002105,0.000965,0.002104,0.0,0.0,0.00019226223,0.00019226223,0.0006361753,-0.038419418,0.0,0.0,0.0,,0.0,,,0.0,0.0,1.0,1.0,1.0
KOR,1998,0.0,7.0,0.009,0.021860512,2.0000001e-05,0.0066039995,2.1e-05,0.0,0.0,7.4744225e-05,7.474795e-05,0.0006361753,-0.10057742,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
KWT,1998,0.0,7.0,0.0015,-0.095670156,0.0066039995,0.006745,0.003444,0.0,1.0,0.00039169192,0.00039168447,0.0006361753,-0.048493784,73.18023,73.18023,96.5,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0
LAO,1998,0.0,7.0,0.0015,0.03577948,0.005139,0.005453,0.0063819997,0.0,0.0,0.0002523437,0.00025234,0.0006361753,-0.013045644,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
LBN,1998,0.0,7.0,,0.04044804,0.001314,0.007886,0.001312,0.0,0.0,0.00014158338,0.00014158338,0.0006361753,0.0016799364,0.0,0.0,0.0,,,,,0.0,0.0,1.0,1.0,1.0
LBR,1998,0.0,7.0,0.005,-0.005108256,0.009084,0.004883,0.009038,0.01,0.0,0.0010944381,0.0010944419,0.0081098825,-0.092642985,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
LBY,1998,0.0,7.0,0.0015,,0.00792,0.00057,0.000758,0.0,1.0,0.00023867935,0.00023867562,0.0081098825,-0.08718478,30.120117,30.120117,29.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
LIE,1998,0.0,7.0,,,0.0057260003,0.003343,0.002246,,0.0,,,0.010252938,,,,,0.0,1.0,0.0,,0.0,0.0,1.0,1.0,1.0
LKA,1998,,7.0,0.0075,0.019878743,0.00415,0.004853,0.004645,0.01,0.0,9.8861754e-05,9.8861754e-05,0.0006361753,0.018916128,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
LSO,1998,0.0,7.0,0.005,0.044091552,0.0025499999,0.0072109997,0.002543,0.01,0.0,0.0001514554,0.0001514554,0.0081098825,-0.07602839,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0
LTU,1998,0.0,7.0,0.01,,0.0032229999,0.004141,0.003219,0.0,0.0,-8.746982e-06,-8.746982e-06,0.010252938,0.05459556,12000.0,,0.012,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
LUX,1998,0.0,7.0,,-0.095670156,0.005302,0.000911,0.00644,0.0,0.0,,,0.010252938,,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
LVA,1998,0.0,7.0,0.009,,0.005867,0.005556,0.005795,0.0,0.0,-9.4011426e-05,-9.4011426e-05,0.010252938,0.02766118,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
MAC,1998,0.0,7.0,,,,0.0055110003,0.0025189999,0.0,0.0,,,0.0006361753,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,1.0,1.0
MAR,1998,0.0,7.0,0.002,0.0383298,0.0048410003,3.5e-05,0.004683,0.0,0.0,0.00018625706,0.00018626079,0.0081098825,0.04281324,1966.0,,0.001966,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
MCO,1998,0.0,7.0,,,0.006838,0.003047,0.007305,,0.0,,,0.010252938,,,,,,1.0,,,0.0,0.0,1.0,1.0,1.0
MDA,1998,0.0,7.0,0.0085,-0.095670156,0.005535,0.005603,0.0055330005,0.0,0.0,-9.059906e-06,-9.059906e-06,0.010252938,-0.0418662,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
MDG,1998,0.0,7.0,0.0085,0.034904286,0.008791001,0.005191,0.00020400001,0.0,0.0,0.0003014505,0.0003014505,0.0081098825,0.011851554,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,1.0,1.0
MDV,1998,0.0,7.0,,,,,,0.01,0.0,,,0.0006361753,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
MEX,1998,0.0,7.0,0.008,0.03440418,0.0054180003,0.001796,0.001511,0.0,0.0,0.00014801323,0.00014800951,0.008288056,0.015748793,36.834415,36.834415,30.819,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
MKD,1998,0.0,7.0,0.008,,0.0050230003,0.005899,0.005021,,0.0,5.3331256e-05,5.3331256e-05,0.010252938,0.02225323,0.0,0.0,0.0,0.0,1.0,,1.0,,0.0,1.0,1.0,1.0
MLI,1998,0.0,7.0,0.008,-0.0091629075,0.006906,0.00182,0.008388001,0.0,0.0,0.00022776425,0.00022776239,0.0081098825,0.008237671,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,1.0,1.0
MLT,1998,0.0,7.0,,-0.095670156,0.000414,0.001223,0.000907,0.0,0.0,,,0.010252938,,0.0,0.0,0.0,,,,1.0,0.0,0.0,1.0,1.0,1.0
MMR,1998,0.0,7.0,0.0015,0.035723455,0.0050620004,0.0019740001,0.005072,0.0,0.0,0.00011767447,0.00011767447,0.0006361753,0.0077479854,50000.0,,0.05,1.0,1.0,1.0,,0.0,0.0,1.0,1.0,1.0
MNG,1998,0.0,7.0,0.01,0.035918176,0.003682,0.000799,0.003734,0.0,0.0,0.00016519427,0.0001651952,0.0006361753,0.002856004,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
MOZ,1998,0.0,7.0,0.0075,0.008754687,0.0069319997,0.006759,0.008125,0.0,0.0,0.00027098507,0.0002709832,0.0081098825,0.08320221,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,1.0
MRT,1998,0.0,7.0,0.002,-0.095670156,0.0061500003,0.000149,0.0032600001,0.0,0.0,0.00025113672,0.00025113672,0.0081098825,-0.007903647,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
MUS,1998,0.0,7.0,0.01,-0.095670156,0.004634,0.006385,0.004547,0.0,0.0,0.00010661781,0.00010661781,0.0081098825,0.016584743,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
MWI,1998,0.0,7.0,0.008,0.021747518,0.0067439997,0.008192,0.006023,0.01,0.0,0.00025312603,0.00025312603,0.0081098825,-0.008541783,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
MYS,1998,0.0,7.0,0.0065,0.026878474,0.00588,0.006657,0.00597,0.01,0.0,0.00021089613,0.00021088868,0.0006361753,-0.12896842,4.5792017,4.5792017,4.275,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
NAM,1998,0.0,7.0,0.008,0.023887627,0.006329,0.0066259997,0.007005,0.01,0.0,0.00022611767,0.00022611488,0.0081098825,-0.0027183713,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,1.0,1.0
NCL,1998,0.0,7.0,,,,0.0054619997,0.006633,0.0,0.0,,,0.008045211,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,1.0,1.0,1.0
NER,1998,0.0,7.0,0.002,0.007419373,0.006518,0.002013,0.006519,0.0,0.0,0.00034358352,0.0003435798,0.0081098825,0.068429165,0.0,0.0,0.0,,1.0,,1.0,0.0,0.0,1.0,1.0,1.0
NGA,1998,0.0,7.0,0.0045,0.008754687,0.008505,0.007421,0.008503,0.01,1.0,0.0002355352,0.0002355352,0.0081098825,-0.020097785,29.928617,29.928617,19.643,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
NIC,1998,0.0,7.0,0.009,0.022300145,0.004844,0.00429,0.000473,0.0,0.0,0.00023147464,0.00023147091,0.008288056,0.012705333,0.0,0.0,0.0,,1.0,1.0,,0.0,0.0,1.0,1.0,1.0
NLD,1998,0.0,7.0,0.01,-0.095670156,0.001054,0.0072219996,0.005143,0.0,0.0,6.056577e-05,6.056577e-05,0.010252938,0.029834151,0.3287561,0.3287561,0.113217,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
NOR,1998,0.0,7.0,0.01,0.033809945,0.00058600004,0.002048,0.000673,0.0,0.0,6.119907e-05,6.120093e-05,0.010252938,-0.013375501,18.757671,18.757671,11.042621,,0.0,,1.0,,0.0,1.0,1.0,1.0
NPL,1998,0.0,7.0,0.0075,0.043000028,0.006632,0.001417,0.0071670003,0.01,0.0,0.00025250018,0.00025250018,0.0006361753,-0.021476509,0.0,0.0,0.0,,1.0,1.0,,,0.0,1.0,1.0,1.0
NZL,1998,0.0,7.0,0.01,0.033428617,0.003969,0.00811,0.001657,0.01,0.0,6.931275e-05,6.9314614e-05,0.008045211,-0.018985908,145290.0,,0.14529,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0
OMN,1998,0.0,7.0,0.0005,0.010296194,0.004373,0.0043220003,0.003567,0.0,0.0,0.00034645945,0.00034646504,0.0006361753,-0.060586166,8.19918,8.19918,5.3190002,0.0,0.0,0.0,,,0.0,1.0,1.0,1.0
PAK,1998,0.0,7.0,0.0085,0.037612002,0.007098,0.003848,0.00719,0.01,0.0,0.0002509728,0.0002509728,0.0006361753,-0.021982042,0.34170905,0.34170905,0.208,,0.0,1.0,,,0.0,1.0,1.0,1.0
PAN,1998,0.0,7.0,0.0095,0.024849067,0.005528,0.0033379998,0.0038730002,0.0,0.0,0.00019130856,0.00019130856,0.008288056,0.0009876564,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
PER,1998,0.0,7.0,0.0055,0.03862833,0.006566,0.001988,0.003358,0.0,0.0,0.00017118454,0.00017118454,0.008288056,-0.031512715,1.845308,1.845308,0.8686915,0.0,,,,0.0,0.0,1.0,1.0,1.0
PHL,1998,0.0,7.0,0.009,0.03058707,0.002385,0.003056,0.00836,0.0,0.0,0.00021893531,0.00021893159,0.0006361753,-0.050475337,212700.0,,0.2127,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0
PNG,1998,0.0,7.0,0.007,0.035723455,0.0027180002,0.005523,0.003526,0.01,0.0,,,0.008045211,,0.4557235,0.4557235,0.325,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
POL,1998,0.0,7.0,0.0095,-0.0022314354,0.0011829999,0.0017120001,0.00046799998,0.0,0.0,3.568828e-06,3.568828e-06,0.010252938,0.03174617,40057.0,,0.040057,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,1.0
PRK,1998,0.0,7.0,0.0005,,0.00039200002,0.004891,2.7999999e-05,0.0,0.0,-0.0001244694,-0.00012447312,0.0006361753,-0.0005212771,0.0,0.0,0.0,,,1.0,1.0,,0.0,1.0,1.0,1.0
PRT,1998,0.0,7.0,0.01,0.01757858,0.00046799998,0.001438,0.000198,0.0,0.0,6.712973e-05,6.713346e-05,0.010252938,0.011408681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
PRY,1998,0.0,7.0,0.008,0.000953102,0.0016889999,0.002123,0.005975,0.0,0.0,0.0002694875,0.00026948564,0.008288056,-0.039501972,0.0,0.0,0.0,,,,,,0.0,1.0,1.0,1.0
PYF,1998,0.0,7.0,,,,0.0058130003,0.006078,,0.0,,,0.008045211,,0.0,0.0,0.0,,0.0,,,0.0,0.0,1.0,1.0,1.0
QAT,1998,0.0,7.0,0.0,-0.095670156,0.007456,0.00095,0.0047999998,0.0,1.0,0.00035137683,0.00035137683,0.0006361753,0.051711604,31.318932,31.318932,8.592751,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0
RUS,1998,1.0,7.0,0.0065,0.026532419,0.002452,0.004398,0.002485,0.0,0.0,-1.7166138e-05,-1.7168e-05,0.010252938,-0.06326338,79.70549,79.70549,52.164852,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
RWA,1998,1.0,7.0,0.002,0.04295924,0.003238,0.0050660004,,0.0,0.0,0.00048420578,0.0004842095,0.0081098825,0.021329723,0.0,0.0,0.0,,1.0,,1.0,,0.0,1.0,1.0,1.0
SAU,1998,0.0,7.0,0.0,0.02442347,0.0018000001,0.00127,0.00094899995,0.01,1.0,0.00028399378,0.00028399006,0.0006361753,-0.036400136,228.43962,228.43962,261.521,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0
SEN,1998,0.0,7.0,0.0045,-0.095670156,0.006939,0.001497,0.006961,0.0,0.0,0.00028650463,0.00028650463,0.0081098825,0.02400739,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,1.0
SGP,1998,0.0,7.0,0.004,-0.095670156,0.0038569998,0.006561,0.003835,0.01,0.0,0.00026527792,0.00026528537,0.0006361753,-0.08092615,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
SLE,1998,1.0,7.0,0.005,0.005306283,0.008191001,0.005395,0.0076340004,0.01,0.0,0.0002046153,0.0002046153,0.0081098825,-0.03136623,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
SLV,1998,0.0,7.0,0.0085,0.023321439,0.001978,0.0035589999,,0.0,0.0,0.00019174814,0.00019175187,0.008288056,0.0037361113,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,1.0
SMR,1998,0.0,7.0,,,0.002927,0.0019750001,,,0.0,,,0.010252938,,,,,0.0,1.0,,,0.0,0.0,1.0,1.0,1.0
SOM,1998,0.0,7.0,0.005,0.025336968,0.008117,2.7999999e-05,0.000326,0.01,0.0,0.00031223893,0.0003122408,0.0081098825,-0.03243751,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,1.0,1.0
STP,1998,0.0,7.0,,,,0.001866,0.002322,0.0,0.0,0.00031004474,0.00031004474,0.0081098825,-0.021919873,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
SUR,1998,0.0,7.0,,0.014816046,0.007332,0.00791,0.00331,0.0,0.0,,,0.008288056,,74000.0,,0.074,0.0,0.0,1.0,1.0,,0.0,1.0,1.0,1.0
SVK,1998,0.0,7.0,0.0095,,0.002539,0.005655,0.002551,,0.0,1.3411045e-05,1.341477e-05,0.010252938,0.025499424,9000.0,,0.009,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0
SVN,1998,0.0,7.0,0.01,,0.0022159999,0.002868,0.002201,,0.0,-4.000962e-06,-4.000962e-06,0.010252938,-0.00057249144,,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
SWE,1998,0.0,7.0,0.01,0.009555114,0.00059999997,0.002342,0.0019679999,0.0,0.0,5.6549907e-06,5.6494027e-06,0.010252938,0.019462876,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
SWZ,1998,0.0,7.0,0.0005,0.027212955,0.000582,0.0044440003,0.001722,0.01,0.0,0.00020104647,0.00020104274,0.0081098825,-0.015776597,0.0,0.0,0.0,0.0,,,,,0.0,1.0,1.0,1.0
SYC,1998,0.0,7.0,,-0.095670156,0.002025,0.002323,0.0016060001,0.0,0.0,0.000100143254,0.000100143254,0.0081098825,0.02598581,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
SYR,1998,0.0,7.0,0.0005,0.01686399,0.005399,0.0043099998,0.0018170001,0.0,0.0,0.00026152283,0.0002615191,0.0006361753,0.023175737,2.4873095,2.4873095,2.4,,,1.0,,,0.0,1.0,1.0,1.0
TCD,1998,0.0,7.0,0.004,0.021400662,0.0086199995,0.0064109997,0.008635,0.0,0.0,0.00029525906,0.0002952572,0.0081098825,0.03621215,1.1405,1.1405,,0.0,1.0,,,0.0,0.0,1.0,1.0,1.0
TGO,1998,0.0,7.0,0.004,-0.095670156,0.0070990003,0.0065960004,0.00898,0.0,0.0,0.00030515343,0.00030515343,0.0081098825,-0.0526306,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,1.0,1.0
THA,1998,0.0,7.0,0.0095,0.01686399,0.0063380003,0.000994,0.006344,0.01,0.0,0.00010397285,0.00010397658,0.0006361753,-0.15666875,0.81657755,0.81657755,0.34178,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
TJK,1998,0.0,7.0,0.0045,0.043944493,0.005107,0.0033860002,0.005473,0.0,0.0,0.0002009049,0.00020090118,0.0006361753,0.05969716,12000.0,,0.012,,1.0,,0.0,,0.0,1.0,1.0,1.0
TKM,1998,0.0,7.0,0.0005,,0.003918,0.002327,0.003984,0.0,0.0,0.00014415383,0.00014415756,0.0006361753,0.03993138,1.9631906,1.9631906,0.546,,,,0.0,,0.0,1.0,1.0,1.0
TTO,1998,0.0,7.0,0.01,-0.095670156,0.0064749997,0.007936,0.001251,0.01,0.0,-1.5884638e-05,-1.5888363e-05,0.008288056,0.017710108,0.9886112,0.9886112,0.662135,,0.0,,1.0,1.0,0.0,1.0,1.0,1.0
TUN,1998,0.0,7.0,0.0035,0.010296194,0.000394,0.000104,0.000124,0.0,0.0,0.0001263693,0.00012637302,0.0081098825,0.0041782856,0.678478,0.678478,0.29878,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,1.0
TUR,1998,0.0,7.0,0.0085,0.042668965,0.0032,4.9000002e-05,0.0022159999,0.0,0.0,0.00016701221,0.00016700849,0.0006361753,-0.013878852,0.2944482,0.2944482,0.331036,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,1.0
TWN,1998,0.0,7.0,0.0095,0.038416006,0.002744,0.0068449997,0.005028,,0.0,9.137392e-05,9.137392e-05,0.0006361753,-0.0050939135,4000.0,,0.004,,,1.0,0.0,1.0,0.0,1.0,1.0,1.0
TZA,1998,0.0,7.0,0.0045,0.030773124,0.007353,0.0063340003,0.008983,0.01,0.0,0.00027231127,0.00027230754,0.0081098825,-0.001069299,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,1.0
UGA,1998,,7.0,0.003,0.022407096,0.009302,0.006332,0.009227,0.01,0.0,0.00028905272,0.00028906018,0.0081098825,0.009602103,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,1.0,1.0
UKR,1998,0.0,7.0,0.0085,,0.004737,0.006157,0.004741,0.0,0.0,-8.595735e-05,-8.596107e-05,0.010252938,-0.0053213597,1.3136189,1.3136189,0.395,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
URY,1998,0.0,7.0,0.01,-0.095670156,0.002504,0.0035479998,0.000817,0.0,0.0,6.711483e-05,6.711483e-05,0.008288056,0.025568338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
USA,1998,0.0,7.0,0.01,0.031738784,0.004901,0.008241001,0.002514,0.01,0.0,0.000116705894,0.00011670217,0.010720074,0.009342834,27.17711,27.17711,25.2875,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
UZB,1998,0.0,7.0,0.0005,,0.004125,0.002133,0.00412,0.0,0.0,0.00016151369,0.00016151369,0.0006361753,0.013672876,1.9891332,1.9891332,0.594,0.0,,,1.0,0.0,0.0,1.0,1.0,1.0
VEN,1998,0.0,7.0,0.009,0.03058707,0.004966,0.00135,0.000686,0.0,1.0,0.00017246604,0.00017246231,0.008288056,-0.03716439,100.19969,100.19969,73.88844,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
VGB,1998,0.0,7.0,,,,,,,0.0,,,0.008288056,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
VNM,1998,0.0,7.0,0.0015,0.029549103,0.002383,0.00508,0.002377,0.0,0.0,0.00013626367,0.0001362674,0.0006361753,0.01594265,1.9581145,1.9581145,1.25,,,1.0,1.0,,0.0,1.0,1.0,1.0
VUT,1998,0.0,7.0,,0.0,0.000413,0.007044,0.005794,0.01,0.0,,,0.008045211,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
WSM,1998,0.0,7.0,,,0.001376,0.007871,0.000111,,0.0,,,0.008045211,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,1.0,1.0,1.0
YEM,1998,0.0,7.0,0.004,0.03303217,,2.3e-05,8.0000005e-05,,0.0,0.0003279373,0.00032794476,0.0006361753,-0.0044822125,1.773949,1.773949,2.925,0.0,,0.0,,0.0,0.0,1.0,1.0,1.0
ZAF,1998,0.0,7.0,0.0095,0.020412203,0.0075169997,0.008603,0.008652,0.01,0.0,0.00013934076,0.00013933331,0.0081098825,-0.017552461,29362.0,,0.029362,,,1.0,1.0,,0.0,1.0,1.0,1.0
ZMB,1998,0.0,7.0,0.0055,-0.01609438,0.007808,0.007359,0.008734,0.01,0.0,0.00022885203,0.00022885576,0.0081098825,-0.046909414,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
ZWE,1998,0.0,7.0,0.002,0.010647108,0.003874,0.007363,0.004472,0.01,0.0,0.00011920184,0.00011920184,0.0081098825,0.013476398,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
ABW,1999,0.0,7.0,,,,0.004107,0.003889,,0.0,,,0.0023531616,,,,,1.0,1.0,0.0,1.0,0.0,,,,1.0
AFG,1999,,7.0,0.0015,0.041835755,0.0076929997,0.002717,0.006141,0.0,0.0,0.0003150329,0.00031502917,0.0076048225,0.019623987,,,,,,,,,,,,1.0
AGO,1999,,7.0,0.0035,0.022721259,0.007867,0.0062760003,0.00787,0.0,0.0,0.00017406046,0.0001740586,0.002867341,0.0024818797,9.989496,9.989496,5.231,1.0,1.0,1.0,,1.0,,,,1.0
ALB,1999,0.0,7.0,0.0075,,0.002204,0.004719,0.000399,0.0,0.0,4.7139823e-05,4.7136098e-05,0.00064757466,0.06922918,0.0087531,0.0087531,0.165,1.0,,1.0,,1.0,,,,1.0
AND,1999,0.0,7.0,,,0.007139,0.002326,0.0068480005,,0.0,,,0.00064757466,,,,,0.0,0.0,0.0,1.0,0.0,,,,1.0
ANT,1999,0.0,7.0,,,,0.0038659999,0.0025080002,,0.0,,,0.0023531616,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,1.0
ARE,1999,0.0,7.0,0.001,-0.095670156,0.0062519996,0.00331,0.004874,0.01,1.0,0.0005293861,0.0005293824,0.0076048225,-0.024214514,42.683296,42.683296,97.8,,1.0,1.0,1.0,,,,,1.0
ARG,1999,0.0,7.0,0.009,0.03346389,0.0025499999,0.002236,0.000618,0.0,0.0,0.000110290945,0.00011029281,0.0023531616,-0.057726856,4.9541607,4.9541607,2.8461833,,,,1.0,,,,,1.0
ARM,1999,0.0,7.0,0.0075,,0.001272,0.004576,0.0012909999,0.0,0.0,-5.00679e-06,-5.00679e-06,0.0076048225,-0.013834152,0.0,0.0,0.0,,1.0,,,1.0,,,,1.0
ATG,1999,0.0,7.0,,,0.0016429999,0.00684,0.001063,0.01,0.0,,,0.0023531616,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1.0
AUS,1999,0.0,7.0,0.01,0.007419373,0.00092900003,0.008211,0.003349,0.01,0.0,0.0001116097,0.000111614354,0.0026285052,0.008408671,4.879081,4.879081,3.8187587,0.0,,,,0.0,,,,1.0
AUT,1999,0.0,7.0,0.01,0.040271357,0.001068,0.0041460004,0.001522,0.0,0.0,1.9207597e-05,1.9207597e-05,0.00064757466,0.0017962325,0.0,0.0,0.08712,,1.0,1.0,1.0,,,,,1.0
AZE,1999,0.0,7.0,0.0015,0.032425925,0.002047,0.004899,0.002054,0.0,0.0,5.5499375e-05,5.55031e-05,0.0076048225,0.02496561,13.597523,13.597523,1.178,1.0,1.0,1.0,1.0,1.0,,,,1.0
BDI,1999,0.0,7.0,0.0045,0.04310799,0.0029510001,0.005158,0.0029769999,0.0,0.0,0.00029362738,0.00029362366,0.002867341,-0.045110904,0.0,0.0,0.0,,1.0,,,,,,,1.0
