,Variable,Instrument,Coefficient,Std Error,P-value
0,s6,transport,0.0765259671565362,0.0811599559657105,0.3457305127453889
1,s6,transport,0.1101847684125058,0.1398336026735057,0.4307139004535041
2,s6,transport,0.0762679930227846,0.0809078865845393,0.3458588573066936
3,s6,transport,0.1052251238854049,0.1077986151287041,0.3290016014087222
4,s6,transport,0.4766781361241317,1.206149579028826,0.6926905067251763
5,s6,transport,0.10513785686069,0.1078539918195637,0.3296512631722887
6,s6,transport,0.1560712255946471,0.1694313658220533,0.3569735884063083
7,s6,transport,-2.0406969267633435,24.90077147629615,0.9346839604349488
8,s6,transport,0.1550144776329078,0.1674904138773664,0.3546993661480968
