country,t,onset2COWCS,milexp_pergdpSIPRI,oilreserves,decade,democracy,logmountain,ethnic_fractionalization,religion_fractionalization,language_fractionalization,leg_british,opec,logpop_M_diff,logpopdens_diff,logoutreg_diff,ecgrowth_demeaned,treat_agri,treat_mine,treat_fuel,treat_metal,iv_transport,iv_agri,iv_mine,iv_fuel,iv_metal
AUS,1991,0.0,2.1,5.2919383,7.0,0.01,0.007419373,0.00092900003,0.008211,0.003349,0.01,0.0,0.00014404207,0.00014403928,-0.00530684,-0.031692594,0.0012823715724516,0.0033835828989631,0.0001678867582803,0.0033607650821913,0.0032203687017416,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
AUT,1991,0.0,1.2,0.0,7.0,0.01,0.040271357,0.001068,0.0041460004,0.001522,0.0,0.0,0.00012286007,0.00012286007,-0.0021132082,-0.0058295205,0.0003885134807859,0.0067111588849626,0.0002245542123001,-0.0010474177640364,0.0008119992142721,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
AZE,1991,1.0,,13.323008,7.0,0.0035,0.032425925,0.002047,0.004899,0.002054,0.0,0.0,0.00021865219,0.00021865591,-0.006785229,-0.07156679,0.003551467586372,0.0027265416419952,7.750261603644692e-05,0.0006237824936495,0.0032956345021183,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
BDI,1991,1.0,3.8,0.0,7.0,0.0015,0.04310799,0.0029510001,0.005158,0.0029769999,0.0,0.0,0.00023617595,0.00023617223,-0.00549379,0.018985786,0.0001484336379217,0.0009597633650793,8.632340488024925e-05,0.0006503503109977,-5.81123412190512e-05,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
BEL,1991,0.0,2.3,0.0,7.0,0.01,-0.095670156,0.005554,0.002127,0.005409,0.0,0.0,3.5226345e-05,3.522262e-05,-0.0021132082,-0.005028772,-0.0004568054556587,-0.0014936697055477,0.0008622554940051,0.0072867397156016,0.0006323118084521,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
BEN,1991,0.0,,,7.0,0.008,-0.095670156,0.007871999,0.0055440003,0.007905,0.0,0.0,0.00031302124,0.00031302124,-0.00549379,0.009892043,0.000755905073383,0.0010191284379512,0.0002855688811983,0.0030933265502223,0.0006755784182256,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
BFA,1991,0.0,1.8,0.0,7.0,0.0025,-0.095670156,0.007377,0.005798,0.007228,0.0,0.0,0.00033079088,0.00033079833,-0.00549379,0.049520146,-0.0001255730745331,-0.0011950394896454,-0.0003188137139404,-0.0028408174905389,-0.0015728549593322,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
BGD,1991,0.0,1.0,,7.0,0.008,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,0.00022824854,0.00022824854,-0.006785229,-0.0037731938,-0.0002184991434557,-0.0007500389070507,-0.0004488640751748,-0.0032140308694401,-0.0014229993434008,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
BGR,1991,0.0,2.8,,7.0,0.009,0.03010621,0.004021,0.005965,0.0030309998,0.0,0.0,-0.00013773888,-0.00013773143,-0.0021132082,-0.09436564,0.0016494413228443,0.0018722385808891,0.0027965172096951,0.0170279911557834,0.0043123374029318,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
BHR,1991,0.0,5.1,0.3413536,7.0,0.0,-0.095670156,0.005021,0.005528,0.004344,0.01,0.0,0.00029061362,0.0002906099,-0.006785229,-0.006351847,-0.0004148304918481,-0.0090184504467659,0.0002822382642899,0.0031152605113049,-0.0012774278570037,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
BHS,1991,0.0,0.8,0.0,7.0,,-0.095670156,0.004228,0.006815,0.0018549999,0.01,0.0,,,-0.0055420846,,0.0031425140205774,0.0025508775524595,-0.0002118093453736,0.0003677034456261,-0.0010653163878049,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
BIH,1991,1.0,,0.0,7.0,,0.041026432,0.0063,0.0068510002,0.0067510004,,0.0,,,-0.0021132082,,0.0006092011647184,0.0005117956948302,0.0012852853184944,0.0121699613503475,0.0009339844891554,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
BLR,1991,0.0,,,7.0,0.0085,,0.003222,0.006116,0.004666,0.0,0.0,3.9190054e-06,3.9190054e-06,-0.0021132082,-0.049160637,0.0034398553857034,0.0078280525356705,0.0028199657582632,0.0051417635991528,0.001962340893747,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
BLZ,1991,0.0,1.1,0.0,7.0,,0.0130833285,0.007015,0.0058130003,0.006303,0.01,0.0,,,-0.0055420846,,0.0003720495031021,0.0024096491292737,-0.0016221649818329,-0.0015687041683083,-0.0008864475529412,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
BMU,1991,0.0,,0.0,7.0,,,,0.007112,,0.01,0.0,,,-0.0077426583,,-0.0031420576735357,-0.0069939100950238,-0.0021642605217731,-0.0173473123689537,-0.0016108100092743,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
BOL,1991,0.0,2.2,0.4108203,7.0,0.0095,0.035807375,0.007396,0.002085,0.00224,0.0,0.0,0.00023688376,0.00023688376,-0.0055420846,0.019794732,0.0001381432307308,-5.364338955258282e-06,0.0006899140323204,0.0011177344914896,0.0008938160231122,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
BRA,1991,0.0,1.4,5.695474,7.0,0.009,0.0113140205,0.0054079997,0.0060540005,0.00046799998,0.0,0.0,0.00015842915,0.00015842542,-0.0055420846,-0.028208852,0.0003078977727537,0.0057942996948321,0.0007793862574533,0.0105134963082738,0.0011814638050507,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
BRB,1991,0.0,0.8,,7.0,,-0.095670156,0.0014229999,0.006934,0.000926,0.01,0.0,,,-0.0055420846,,0.0001125725050216,-0.0005291226914892,0.0009592256641845,0.0018077874186724,-0.0006198267513945,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
BRN,1991,0.0,6.4,1.7713745,7.0,,,0.005416,0.004404,0.003438,0.01,0.0,,,-0.006785229,,-0.0010833865530789,-0.0025064533528342,-0.0004704150670306,-0.0026793568559026,-0.0028890127792593,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
BTN,1991,0.0,,0.0,7.0,0.0,0.045464814,0.00605,0.003787,0.006056,0.01,0.0,,,-0.006785229,,0.0001098790237782,0.0030063067764175,0.0011222623750547,0.007021215794416,0.0031691331065566,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
BWA,1991,0.0,4.4,0.0,7.0,0.0085,-0.095670156,0.004102,0.0059859995,0.00411,0.01,0.0,0.00029983371,0.00029983697,-0.00549379,-0.030490797,0.0007843672582794,-0.0046717668490824,-0.000519749259674,0.0027537689223431,-0.0009778088748116,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
CAF,1991,0.0,1.6,0.0,7.0,0.002,0.014816046,0.0082950005,0.007916,0.008334,0.0,0.0,0.00028669834,0.0002867002,-0.00549379,-0.028466556,0.0001689919288678,0.0009801092435424,0.0001539771594819,0.0010331491955143,0.0001921253144018,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
CAN,1991,0.0,1.9,11.235632,7.0,0.01,0.027343675,0.007124,0.006958,0.005772,0.01,0.0,0.000116981566,0.0001169797,-0.0077426583,-0.05371903,0.0002032092261514,0.0001644876609745,7.760699823640589e-05,0.0071658569613959,-8.221733341624328e-05,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
CHE,1991,0.0,1.7,0.0,7.0,0.01,0.04203199,0.0053140004,0.0060829995,0.0054409998,0.0,0.0,0.00012202561,0.00012202561,-0.0021132082,-0.038744472,0.0001905437198584,0.0001905867693086,-9.513162863739044e-06,0.0011795167393105,8.004722940532782e-07,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
CHL,1991,0.0,3.9,0.06049675,7.0,0.009,0.040535226,0.0018610001,0.003841,0.0018709999,0.0,0.0,0.00016992539,0.00016992353,-0.0055420846,0.041572288,-0.0005995775552463,-0.0007080100474531,0.0007237447307328,0.0246018128684916,-0.0010429892878569,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
CHN,1991,0.0,2.4,32.183666,7.0,0.0015,0.036216706,0.001538,0.006643,0.001327,0.0,0.0,0.00013644993,0.00013644621,-0.006785229,0.00876322,0.0003333029689978,0.0005913194003229,-0.0004733534138999,0.000318853267228,9.22744536972957e-05,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
CIV,1991,0.0,1.4,,7.0,0.0015,-0.0091629075,0.008204,0.007551,0.007842001,0.0,0.0,0.00042986125,0.00042986497,-0.00549379,-0.043945737,-0.0008962544901448,-0.0002353677043611,-0.000500853252339,-0.0017467014510102,-0.0013248204970101,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
CMR,1991,0.0,1.5,0.722767,7.0,0.001,0.028735647,0.008635,0.007338,0.008898,0.0,0.0,0.00028681755,0.00028681755,-0.00549379,-0.07618286,0.0003581294633694,-0.0001193138736208,0.0001581344403128,0.0003067289798594,4.9892149467272925e-05,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
COD,1991,0.0,,,7.0,0.001,0.014350845,0.008747,0.0070209997,0.008705,0.0,0.0,0.00033216178,0.00033216178,-0.00549379,-0.10152069,-8.808999172008752e-05,-0.0002303823984913,-2.959835500861456e-05,0.0002701399890034,-3.814867100849616e-05,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
COG,1991,0.0,,1.7207005,7.0,0.0045,-0.095670156,0.008747,0.0066420003,0.006871,0.0,0.0,0.00031023473,0.00031022914,-0.00549379,-0.018608026,9.207674170903096e-05,5.298716568764329e-06,-3.6556405322381216e-05,0.0017384106197592,0.0003530872417575,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
COL,1991,,1.1,5.297121,7.0,0.0095,0.03613617,0.006014,0.001478,0.00019300001,0.0,0.0,0.00020007044,0.00020006672,-0.0055420846,-0.022663604,7.559882408739258e-05,0.0001023050157904,0.0004834706251669,0.0025759098731511,0.0002225821323328,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
CPV,1991,0.0,,0.0,7.0,,0.028154088,0.004174,0.000766,,0.0,0.0,0.00017977506,0.00017977506,-0.00549379,-0.071420506,-1.0339204592477344e-05,0.0100551288904808,-5.705346425379388e-05,0.0001805083732237,-0.0002791075971209,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
CRI,1991,0.0,0.0,0.0,7.0,0.01,0.031000923,0.002368,0.00241,0.000489,0.0,0.0,0.00024104118,0.00024104118,-0.0055420846,-0.023667842,0.0011063939579256,0.0033718301328478,0.000271667617264,0.0011238492239639,0.0008499082114758,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
CUB,1991,0.0,,,7.0,0.0015,,0.005908,0.005059,,0.0,0.0,9.278953e-05,9.2785805e-05,-0.0055420846,-0.13902733,-0.0003989708130109,-0.0009828967155337,-0.0009401012305893,-0.0113484063204665,-0.0023554640098382,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
CYM,1991,0.0,,0.0,7.0,,,,,,,0.0,,,-0.0055420846,,-0.0012323332014566,0.0002140321421998,-0.0006314006707534,0.0148600358134916,-3.6589650244002805e-05,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
CYP,1991,0.0,4.9,0.0,7.0,0.01,0.021972246,0.00093900005,0.003962,0.003962,0.01,0.0,,,-0.006785229,,-0.0002506349119162,-0.0015612983978448,0.0003391419958644,0.0042378670033515,-0.002906121200286,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
CZE,1991,,,,7.0,,,0.003222,0.006591,0.003233,,,-4.224479e-06,-4.224479e-06,-0.0021132082,-0.13737428,0.0055029868814233,0.009950605279688,0.0035262947331191,0.0183964072468967,0.0041710573128175,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
DEU,1991,0.0,2.2,0.73458326,7.0,0.01,0.0069314716,0.001682,0.0065710004,0.0016419999,0.0,0.0,7.5779855e-05,7.578358e-05,-0.0021132082,0.020464532,0.0004849807439207,0.0001756084155185,0.0003228730163042,0.0027031982899907,0.0004574224147194,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
DJI,1991,0.0,5.9,0.0,7.0,0.001,0.013609766,0.007962,0.000435,0.0065579996,0.0,0.0,0.00024657324,0.00024657324,-0.00549379,-0.017349932,0.0014580206113125,-0.0095960040974001,-0.0008702648372338,-0.0042452354712282,-0.0002440427652106,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
DNK,1991,0.0,2.0,1.7408061,7.0,0.01,-0.095670156,0.000819,0.002333,0.0010490001,0.0,0.0,2.6024878e-05,2.6024878e-05,-0.0021132082,-0.011074436,0.0020182943289095,0.0052821082186701,0.0019835968436889,0.0061118771226852,0.0007222760921002,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
DOM,1991,0.0,0.4,0.0,7.0,0.008,0.027972814,0.004294,0.003118,0.000395,0.0,0.0,0.0001957342,0.00019573048,-0.0055420846,-0.038341284,-0.0026364222816833,-0.0006550093067884,-0.0001071519229404,-0.0012378554055771,-0.0026521983105166,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
DZA,1991,0.0,1.2,11.0129175,7.0,0.004,0.027536606,0.003394,9.1e-05,0.004427,0.0,1.0,0.00023557246,0.00023557246,-0.00549379,-0.053634264,0.0002274561739329,0.0004404606647959,-3.213722325894064e-05,0.000794981953052,-0.000104841174959,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
ECU,1991,0.0,1.8,4.6621466,7.0,0.0095,0.03637586,0.0065499996,0.001417,0.001308,0.0,1.0,0.000106967986,0.000106967986,-0.0055420846,0.021536643,0.0033797670482726,0.0009818983231194,0.0014972936160105,0.0026067298688895,0.0007690664038924,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
EGY,1991,0.0,4.6,5.892571,7.0,0.002,0.0,0.0018359999,0.001979,0.000237,0.0,0.0,0.00025188178,0.00025187805,-0.00549379,-0.08111934,0.0004706549034571,0.0003428735821848,0.0002090459141061,0.0025078090483032,0.0010748852436177,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
ERI,1991,0.0,,0.0,7.0,,,0.0065240003,0.004253,0.00653,,0.0,,,-0.00549379,,0.0001175943808377,-0.0069423867650715,-0.0005665128043273,-0.000910024915718,0.0001486080923043,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
ESP,1991,0.0,1.7,,7.0,0.01,0.030726934,0.004165,0.004514,0.004132,0.0,0.0,2.8081238e-05,2.8077513e-05,-0.0021132082,-0.0042915065,0.0003417230908842,0.0019151092942084,0.0008228545922966,0.010041392564834,0.0002472049895571,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
EST,1991,0.0,,0.0,7.0,0.008,,0.0050620004,0.004985,0.004944,0.0,0.0,-6.248057e-05,-6.248057e-05,-0.0021132082,-0.13138756,-0.0125356347824184,-0.0139770578938073,-0.0105636227645146,-0.08368346349939,-0.020644840633754,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
ETH,1991,,5.3,,7.0,0.005,0.042541932,0.007235,0.006249,0.008072999,0.0,0.0,,,-0.00549379,,-0.0002830346452495,-0.000897874036126,-3.377472530433984e-05,-0.0003203870062226,-9.64455133304256e-05,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
FIN,1991,0.0,1.8,0.0,7.0,0.01,-0.017719569,0.001315,0.0025310002,0.001412,0.0,0.0,5.4709613e-05,5.4709613e-05,-0.0021132082,-0.09743617,-0.0003377736271361,0.0004305539801494,0.0004304937059639,0.0076592686609685,0.0009270066157087,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
FJI,1991,0.0,2.3,0.0,7.0,0.0075,-0.0091629075,0.005479,0.005682,0.005479,0.01,0.0,,,-0.00530684,,-0.0001539438972628,0.0005600929409017,-2.517264158744502e-05,-0.0028015397915721,-0.0026592106730641,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
GAB,1991,0.0,,2.7668355,7.0,0.003,-0.026592601,0.00769,0.006674,0.007821,0.0,1.0,0.00023536384,0.00023536384,-0.00549379,0.02871061,0.0005888518639754,-0.0003297773593821,0.0003047873462251,0.0031387544841962,0.0002577105026067,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
GBR,1991,0.0,4.1,18.07498,7.0,0.01,-0.0022314354,0.001211,0.0069440003,0.000532,0.01,0.0,2.9928982e-05,2.9928982e-05,-0.0021132082,-0.03571171,0.0001538058389271,0.000822789492583,0.000502687133008,0.003111966554404,0.0001262053187113,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
GEO,1991,1.0,,,7.0,0.007,0.041075896,0.004923,0.0065429998,0.004749,0.0,0.0,-1.116097e-05,-1.116097e-05,-0.006785229,-0.21137737,2.543752769990559e-05,-0.0016803175874323,5.2494944889612885e-05,4.085412700748602e-06,-0.0004042453642715,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
GHA,1991,0.0,0.6,,7.0,0.003,-0.095670156,0.0067330003,0.007987,0.006731,0.01,0.0,0.0002828464,0.00028284267,-0.00549379,0.015845148,-6.405170358985768e-05,-0.0003926258100824,-0.0002641808646376,-0.00085747667014,-0.0001762658881439,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
GIN,1991,0.0,2.4,0.0,7.0,0.0025,0.011631508,0.007389,0.002649,0.007725,0.0,0.0,0.0006853342,0.00068533793,-0.00549379,-0.05674032,-0.0001708835998402,0.000114760100084,-0.0005844187701256,-0.0063294944790146,-0.001524132674892,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
GMB,1991,0.0,1.2,0.0,7.0,0.009,-0.095670156,0.007864,0.00097000005,0.008076,0.01,0.0,0.00038497895,0.00038498268,-0.00549379,-0.027900148,0.0001519749789215,0.0012174954463451,0.0003457822137015,0.0033553034364485,0.0006391222016791,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
GRC,1991,0.0,4.2,,7.0,0.01,0.0308191,0.001576,0.00153,0.00029999999,0.0,0.0,0.000119015574,0.000119015574,-0.0021132082,-0.009704318,0.0002701126841196,0.0008952028922846,0.0002796510669354,0.0013122998440417,-0.0006789453629389,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
GRL,1991,0.0,,0.0,7.0,,,,0.004592,0.002188,0.0,0.0,,,-0.0077426583,,8.736422375366006e-05,2.5550961757006552e-05,8.46159642442744e-05,-0.0017762724219671,-0.0007798384896874,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
GTM,1991,0.0,1.1,,7.0,0.0065,0.037400477,0.005122,0.003753,0.004586,0.0,0.0,0.00027175993,0.00027175993,-0.0055420846,-0.006621482,-0.002261790941371,0.0004801432882938,-0.000136916903378,0.0004032594947982,-0.0016119398079648,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
GUY,1991,0.0,0.6,0.0,7.0,0.0015,0.008329091,0.006195,0.007875999,0.000688,0.01,0.0,,,-0.0055420846,,0.0004903735848985,0.0004736196733043,0.0002711912084634,0.0032776620728148,0.0007390433767138,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
HKG,1991,0.0,,0.0,7.0,,-0.095670156,0.00062,0.004191,0.002128,0.01,0.0,0.000111959875,0.000111959875,-0.006785229,-0.0030013323,-0.0038025995516218,-0.0033175011822293,-0.0032056979418296,-0.0033067550510477,-0.0009508824299831,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
HND,1991,0.0,,0.0,7.0,0.008,0.03966511,0.001867,0.002357,0.000553,0.0,0.0,0.00028561056,0.00028561056,-0.0055420846,-0.008027147,0.0002750860562571,0.0023837635400072,-0.0002762917802226,0.0014197467975509,-0.0011120094566923,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
HRV,1991,0.0,,0.44773474,7.0,0.0035,,0.00369,0.004447,0.00076300005,,0.0,,,-0.0021132082,,0.0014671175676791,0.0063101912941263,0.0062899541616927,0.0157317285206235,0.0039514780268765,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
HTI,1991,0.0,,0.0,7.0,0.0015,0.027343675,0.00095,0.004704,,0.0,0.0,0.00018120557,0.0001812093,-0.0055420846,-0.011350479,0.0006399447299228,0.0027117216651111,0.0005245302411006,0.0030137021107425,0.0004588070398749,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
HUN,1991,0.0,2.4,0.53401035,7.0,0.01,-0.095670156,0.001522,0.005244,0.000297,0.0,0.0,-6.891787e-06,-6.8880618e-06,-0.0021132082,-0.14381711,0.003977204062606,0.0046613229806739,0.0048157810759437,0.0821185960561088,0.0037188504139052,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
IDN,1991,0.0,1.7,13.210645,7.0,0.0015,0.023513753,0.007351,0.00234,0.0076800003,0.0,1.0,0.00016450882,0.0001645051,-0.006785229,0.008659625,0.0002270402004109,-0.0010931561578507,-0.0032731594672915,-0.0030388076242139,-0.0025264522157527,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
IND,1991,,3.0,7.1257787,7.0,0.009,0.025572272,0.0041819997,0.0032600001,0.008069,0.01,0.0,0.00017397106,0.00017397478,-0.006785229,-0.023188943,0.000302087943698,0.0003526656804148,0.0004696656769185,0.0028179667175329,0.0009651420663679,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
IRL,1991,0.0,1.4,0.0,7.0,0.01,-0.095670156,0.001206,0.00155,0.000312,0.01,0.0,6.41346e-05,6.413087e-05,-0.0021132082,-0.017086692,0.0013778005347032,0.0022048471569267,0.0075315698286765,0.0225299381193626,0.002795346119766,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
IRN,1991,0.0,1.7,87.15468,7.0,0.002,0.0364545,0.0066839997,0.0011519999,0.0074620005,0.0,1.0,0.0003669113,0.00036691502,-0.006785229,0.0376606,-0.0001159272392234,-0.0110346850582559,0.0003646633522106,0.0007021679379166,1.0554162191759447e-05,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
IRQ,1991,,,78.914856,7.0,0.0005,0.017917594,0.003689,0.004844,0.003694,0.0,1.0,-0.00037251413,-0.00037251413,-0.006785229,-0.6220093,0.0006918996496287,-0.0004976329381818,0.0139264730366098,0.0133557037800192,0.0025619594448287,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
ISL,1991,0.0,0.0,0.0,7.0,,0.026173959,0.000798,0.001913,0.00082,0.0,0.0,,,-0.0021132082,,0.000578863808171,0.0052438620673777,0.0004188137075187,0.0057721667366909,0.0002022766683942,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
ISR,1991,0.0,15.3,,7.0,0.0095,0.005306283,0.003436,0.0034689999,0.005525,0.01,0.0,0.00037591904,0.00037591532,-0.006785229,-0.015156193,0.0002171074976058,-4.788506754827005e-05,0.000702550436331,-0.0075506362023544,-0.0002762038261837,0.00016176378710420702,-0.00044404883359637287,0.009304872142329413,0.0019929374086398895
