country,t,onset2COWCS,milexp_pergdpSIPRI,oilreserves,decade,democracy,logmountain,ethnic_fractionalization,religion_fractionalization,language_fractionalization,leg_british,opec,logpop_M_diff,logpopdens_diff,logoutreg_diff,ecgrowth_demeaned,treat_agri,treat_mine,treat_fuel,treat_metal,iv_transport,iv_agri,iv_mine,iv_fuel,iv_metal
AUS,1991,0.0,2.1,5.2919383,7.0,0.01,0.007419373,0.00092900003,0.008211,0.003349,0.01,0.0,0.00014404207,0.00014403928,-0.00530684,-0.031692594,0.0056861166664306,0.0036437574979055,0.0059691461061701,0.0034104252726119,0.0093703901675316,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
AUT,1991,0.0,1.2,0.0,7.0,0.01,0.040271357,0.001068,0.0041460004,0.001522,0.0,0.0,0.00012286007,0.00012286007,-0.0021132082,-0.0058295205,0.0007921130006675,0.1614784719179329,0.0003170042934806,-0.0012590418482521,-0.0007303171195008,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
AZE,1991,1.0,,13.323008,7.0,0.0035,0.032425925,0.002047,0.004899,0.002054,0.0,0.0,0.00021865219,0.00021865591,-0.006785229,-0.07156679,0.0281897202104381,-0.1086817250858948,-0.0144439316530138,-0.0213281705604019,-0.0026810514348909,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
BDI,1991,1.0,3.8,0.0,7.0,0.0015,0.04310799,0.0029510001,0.005158,0.0029769999,0.0,0.0,0.00023617595,0.00023617223,-0.00549379,0.018985786,0.0010907076128579,0.0067201874571716,0.0006143035812423,0.0004805233033796,-0.0001144881456877,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
BEL,1991,0.0,2.3,0.0,7.0,0.01,-0.095670156,0.005554,0.002127,0.005409,0.0,0.0,3.5226345e-05,3.522262e-05,-0.0021132082,-0.005028772,-0.000286900184844,0.0059911864192496,0.0017685553985828,0.0058748527479202,0.0009714561024619,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
BEN,1991,0.0,,,7.0,0.008,-0.095670156,0.007871999,0.0055440003,0.007905,0.0,0.0,0.00031302124,0.00031302124,-0.00549379,0.009892043,0.004729849227852,0.009153423600464,0.002174065687686,0.0013127743609425,0.0010205336555935,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
BFA,1991,0.0,1.8,0.0,7.0,0.0025,-0.095670156,0.007377,0.005798,0.007228,0.0,0.0,0.00033079088,0.00033079833,-0.00549379,0.049520146,-0.0005046053398354,-0.0103472602254423,-0.00287516642564,-0.0028255798367495,-0.001967655042809,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
BGD,1991,0.0,1.0,,7.0,0.008,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,0.00022824854,0.00022824854,-0.006785229,-0.0037731938,-0.0016486577239718,-0.0045757584706292,-0.0042703079761721,-0.0035217215593248,-0.0015649463952866,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
BGR,1991,0.0,2.8,,7.0,0.009,0.03010621,0.004021,0.005965,0.0030309998,0.0,0.0,-0.00013773888,-0.00013773143,-0.0021132082,-0.09436564,0.0722253112750355,0.0516220078323084,0.0980830805949049,0.0740565944079274,0.0680195725468736,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
BHR,1991,0.0,5.1,0.3413536,7.0,0.0,-0.095670156,0.005021,0.005528,0.004344,0.01,0.0,0.00029061362,0.0002906099,-0.006785229,-0.006351847,0.0011414594703455,-0.0397501993798392,0.0056385949636456,-0.0006949768124509,-0.0030065007025723,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
BHS,1991,0.0,0.8,0.0,7.0,,-0.095670156,0.004228,0.006815,0.0018549999,0.01,0.0,,,-0.0055420846,,0.0020316287902085,-9.62740134172052e-05,-0.0016564576411175,-0.0018819597380299,-0.0019002721541753,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
BIH,1991,1.0,,0.0,7.0,,0.041026432,0.0063,0.0068510002,0.0067510004,,0.0,,,-0.0021132082,,0.0030192763515797,0.0045041978965897,0.0140481464822879,0.0075295613692308,0.0031447340283452,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
BLR,1991,0.0,,,7.0,0.0085,,0.003222,0.006116,0.004666,0.0,0.0,3.9190054e-06,3.9190054e-06,-0.0021132082,-0.049160637,0.1543727643018203,0.1235148157456771,0.1885761071389842,0.1495789364496056,0.1546183373709386,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
BLZ,1991,0.0,1.1,0.0,7.0,,0.0130833285,0.007015,0.0058130003,0.006303,0.01,0.0,,,-0.0055420846,,0.002892276420889,-0.0270907377790118,0.0058086654903716,-0.0106863510082161,-0.0033082437615246,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
BMU,1991,0.0,,0.0,7.0,,,,0.007112,,0.01,0.0,,,-0.0077426583,,-0.0065520338798908,-0.0481720754982924,-0.0129146164213775,-0.0068091887783396,-0.003860133039466,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
BOL,1991,0.0,2.2,0.4108203,7.0,0.0095,0.035807375,0.007396,0.002085,0.00224,0.0,0.0,0.00023688376,0.00023688376,-0.0055420846,0.019794732,-0.0003379762175683,-0.0012417394303205,-0.0006782451785149,-1.3127578959911191e-05,0.0007021895568928,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
BRA,1991,0.0,1.4,5.695474,7.0,0.009,0.0113140205,0.0054079997,0.0060540005,0.00046799998,0.0,0.0,0.00015842915,0.00015842542,-0.0055420846,-0.028208852,0.0014104790038126,0.0038558730504631,0.0063922626514903,0.0113325441953406,0.0029771254264586,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
BRB,1991,0.0,0.8,,7.0,,-0.095670156,0.0014229999,0.006934,0.000926,0.01,0.0,,,-0.0055420846,,0.0054178623418759,0.0001375205775732,0.012767960321825,0.0030556493726458,0.0005690260342326,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
BRN,1991,0.0,6.4,1.7713745,7.0,,,0.005416,0.004404,0.003438,0.01,0.0,,,-0.006785229,,-0.011926072810944,-0.0358118603970158,-0.0162028389726568,-0.0122413302895678,-0.0132924639931713,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
BTN,1991,0.0,,0.0,7.0,0.0,0.045464814,0.00605,0.003787,0.006056,0.01,0.0,,,-0.006785229,,0.002179811867685,0.0348120551513729,0.0174172475951523,0.0207951138967155,0.0076768491372425,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
BWA,1991,0.0,4.4,0.0,7.0,0.0085,-0.095670156,0.004102,0.0059859995,0.00411,0.01,0.0,0.00029983371,0.00029983697,-0.00549379,-0.030490797,-0.0016706577364428,-0.0190015604782525,-0.001623752404803,0.0030581298758901,-0.0007875704605715,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
CAF,1991,0.0,1.6,0.0,7.0,0.002,0.014816046,0.0082950005,0.007916,0.008334,0.0,0.0,0.00028669834,0.0002867002,-0.00549379,-0.028466556,0.0011994869748611,0.0078782458804231,0.001542777201272,0.0009264821356607,0.0020612925664642,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
CAN,1991,0.0,1.9,11.235632,7.0,0.01,0.027343675,0.007124,0.006958,0.005772,0.01,0.0,0.000116981566,0.0001169797,-0.0077426583,-0.05371903,-0.0024272335783488,-0.0024931991633179,-0.002000176332416,-0.0014591571358801,-0.0008320548903288,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
CHE,1991,0.0,1.7,0.0,7.0,0.01,0.04203199,0.0053140004,0.0060829995,0.0054409998,0.0,0.0,0.00012202561,0.00012202561,-0.0021132082,-0.038744472,0.0015945881956459,0.0015939332541154,0.00545209916169,0.0072586044493971,0.0029028712090092,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
CHL,1991,0.0,3.9,0.06049675,7.0,0.009,0.040535226,0.0018610001,0.003841,0.0018709999,0.0,0.0,0.00016992539,0.00016992353,-0.0055420846,0.041572288,-0.0036853676896365,-0.0068181804606966,-0.0118367133091853,-0.0061583339888684,-0.007926049858777,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
CHN,1991,0.0,2.4,32.183666,7.0,0.0015,0.036216706,0.001538,0.006643,0.001327,0.0,0.0,0.00013644993,0.00013644621,-0.006785229,0.00876322,0.0003245944884162,0.0004256273186912,-0.0044168227170882,0.0013100881544087,-0.0001880090589477,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
CIV,1991,0.0,1.4,,7.0,0.0015,-0.0091629075,0.008204,0.007551,0.007842001,0.0,0.0,0.00042986125,0.00042986497,-0.00549379,-0.043945737,0.0006448866952675,-0.0083708918689531,-0.008296849282347,-0.0047523634124979,-0.0034437451146901,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
CMR,1991,0.0,1.5,0.722767,7.0,0.001,0.028735647,0.008635,0.007338,0.008898,0.0,0.0,0.00028681755,0.00028681755,-0.00549379,-0.07618286,0.0067943754548655,0.0011065369703309,0.0091840820153346,0.0019410814873933,0.0025754475322396,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
COD,1991,0.0,,,7.0,0.001,0.014350845,0.008747,0.0070209997,0.008705,0.0,0.0,0.00033216178,0.00033216178,-0.00549379,-0.10152069,-0.0040416658596558,-0.0030638409312666,-0.0036524447720287,-0.0033608525448875,-0.0089052222744122,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
COG,1991,0.0,,1.7207005,7.0,0.0045,-0.095670156,0.008747,0.0066420003,0.006871,0.0,0.0,0.00031023473,0.00031022914,-0.00549379,-0.018608026,-0.0004440557702994,-0.0013660869263293,-0.0026740598619424,-0.0009105278300186,-0.0006027938081873,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
COL,1991,,1.1,5.297121,7.0,0.0095,0.03613617,0.006014,0.001478,0.00019300001,0.0,0.0,0.00020007044,0.00020006672,-0.0055420846,-0.022663604,0.0003413955863028,0.0001997147592776,0.0048774474771943,0.0045238274240394,0.0008135718042387,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
CPV,1991,0.0,,0.0,7.0,,0.028154088,0.004174,0.000766,,0.0,0.0,0.00017977506,0.00017977506,-0.00549379,-0.071420506,-0.0008445635665978,-0.0422590467545134,-0.006370259902564,-0.0078484627916542,-0.003136164540961,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
CRI,1991,0.0,0.0,0.0,7.0,0.01,0.031000923,0.002368,0.00241,0.000489,0.0,0.0,0.00024104118,0.00024104118,-0.0055420846,-0.023667842,0.0077383651420993,-0.0060744054627248,0.0250177414155705,0.0131968311496968,0.0096162731983151,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
CUB,1991,0.0,,,7.0,0.0015,,0.005908,0.005059,,0.0,0.0,9.278953e-05,9.2785805e-05,-0.0055420846,-0.13902733,-0.0114302649681292,-0.0144095992261111,-0.0125435254714584,-0.0065244907404324,-0.0061809493721474,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
CYM,1991,0.0,,0.0,7.0,,,,,,,0.0,,,-0.0055420846,,-0.0043291802257971,-0.0071085228245881,-0.0041369453307209,0.020720316069709,-0.0056614392455656,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
CYP,1991,0.0,4.9,0.0,7.0,0.01,0.021972246,0.00093900005,0.003962,0.003962,0.01,0.0,,,-0.006785229,,-0.0052844806863411,-0.0103318736138844,-0.003596498072691,-0.0075405737215702,-0.0039236143383342,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
CZE,1991,,,,7.0,,,0.003222,0.006591,0.003233,,,-4.224479e-06,-4.224479e-06,-0.0021132082,-0.13737428,0.0323586205108876,0.0135399094371045,0.0437692041796268,0.0231579968723977,0.0263264649105016,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
DEU,1991,0.0,2.2,0.73458326,7.0,0.01,0.0069314716,0.001682,0.0065710004,0.0016419999,0.0,0.0,7.5779855e-05,7.578358e-05,-0.0021132082,0.020464532,0.001134127148498,0.0039291370018912,0.0016143666019817,0.0025372265956002,0.0006845569744188,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
DJI,1991,0.0,5.9,0.0,7.0,0.001,0.013609766,0.007962,0.000435,0.0065579996,0.0,0.0,0.00024657324,0.00024657324,-0.00549379,-0.017349932,-0.0018767433716129,-0.0712885980719325,-0.0112124870409142,-0.0061021613095604,-0.001588421086272,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
DNK,1991,0.0,2.0,1.7408061,7.0,0.01,-0.095670156,0.000819,0.002333,0.0010490001,0.0,0.0,2.6024878e-05,2.6024878e-05,-0.0021132082,-0.011074436,0.0069768625050831,0.0036538910662482,0.0088632002493581,0.0081652773985802,0.0036980070528042,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
DOM,1991,0.0,0.4,0.0,7.0,0.008,0.027972814,0.004294,0.003118,0.000395,0.0,0.0,0.0001957342,0.00019573048,-0.0055420846,-0.038341284,-0.0046414313501224,-0.0017295679453477,0.0181273574686109,0.0059832544004075,0.0028644473189197,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
DZA,1991,0.0,1.2,11.0129175,7.0,0.004,0.027536606,0.003394,9.1e-05,0.004427,0.0,1.0,0.00023557246,0.00023557246,-0.00549379,-0.053634264,0.0076752036889133,0.0011790749870704,0.0156222928273469,0.006166364969117,0.017592067599366,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
ECU,1991,0.0,1.8,4.6621466,7.0,0.0095,0.03637586,0.0065499996,0.001417,0.001308,0.0,1.0,0.000106967986,0.000106967986,-0.0055420846,0.021536643,0.0039575240141061,0.003873023878923,0.0091108723307443,0.0035674170445232,-0.0011105674615945,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
EGY,1991,0.0,4.6,5.892571,7.0,0.002,0.0,0.0018359999,0.001979,0.000237,0.0,0.0,0.00025188178,0.00025187805,-0.00549379,-0.08111934,0.0083017958522855,0.0043994246052901,0.0070687583002841,0.0077528059452422,0.0034620005269164,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
ERI,1991,0.0,,0.0,7.0,,,0.0065240003,0.004253,0.00653,,0.0,,,-0.00549379,,7.978893672689995e-05,-0.0012899927347782,-0.0061084887601566,-0.0055631195185153,-0.0008607089323788,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
ESP,1991,0.0,1.7,,7.0,0.01,0.030726934,0.004165,0.004514,0.004132,0.0,0.0,2.8081238e-05,2.8077513e-05,-0.0021132082,-0.0042915065,0.0001889360092486,0.0001322378056401,0.0012184419614235,0.0104198372760802,-0.0003150189576688,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
EST,1991,0.0,,0.0,7.0,0.008,,0.0050620004,0.004985,0.004944,0.0,0.0,-6.248057e-05,-6.248057e-05,-0.0021132082,-0.13138756,-0.0107945115244218,-0.0617198106731688,-0.0385369821364448,-0.0570031319972723,-0.0302173783235981,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
ETH,1991,,5.3,,7.0,0.005,0.042541932,0.007235,0.006249,0.008072999,0.0,0.0,,,-0.00549379,,-0.0050758907480927,-0.0060787471295821,-0.0011239575035226,-0.0007218548854517,-0.0016881813575192,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
FIN,1991,0.0,1.8,0.0,7.0,0.01,-0.017719569,0.001315,0.0025310002,0.001412,0.0,0.0,5.4709613e-05,5.4709613e-05,-0.0021132082,-0.09743617,0.0072511771407889,-0.0013495041658361,0.0126333392070888,0.0107264894118469,-8.792366730257795e-05,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
FJI,1991,0.0,2.3,0.0,7.0,0.0075,-0.0091629075,0.005479,0.005682,0.005479,0.01,0.0,,,-0.00530684,,-0.0011488285479029,-0.0149761434745127,-0.021073829580752,-0.0057829680313115,-0.0042702952623921,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
GAB,1991,0.0,,2.7668355,7.0,0.003,-0.026592601,0.00769,0.006674,0.007821,0.0,1.0,0.00023536384,0.00023536384,-0.00549379,0.02871061,0.0070487960711268,0.0012902331805744,0.0134550451415172,0.0066588456227503,0.0028466931336781,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
GBR,1991,0.0,4.1,18.07498,7.0,0.01,-0.0022314354,0.001211,0.0069440003,0.000532,0.01,0.0,2.9928982e-05,2.9928982e-05,-0.0021132082,-0.03571171,0.0016065593146071,0.001836681483,0.0045473850181013,0.0040352712324189,0.002048297463361,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
GEO,1991,1.0,,,7.0,0.007,0.041075896,0.004923,0.0065429998,0.004749,0.0,0.0,-1.116097e-05,-1.116097e-05,-0.006785229,-0.21137737,1.8945793944985523e-05,-0.0022508439400829,9.18393681377961e-06,-3.094133730825667e-05,-0.0002649914551917,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
GHA,1991,0.0,0.6,,7.0,0.003,-0.095670156,0.0067330003,0.007987,0.006731,0.01,0.0,0.0002828464,0.00028284267,-0.00549379,0.015845148,0.0015878230895365,-0.0032360008676894,-0.0020442516128153,-0.0001165001964002,-0.0003325209192021,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
GIN,1991,0.0,2.4,0.0,7.0,0.0025,0.011631508,0.007389,0.002649,0.007725,0.0,0.0,0.0006853342,0.00068533793,-0.00549379,-0.05674032,-0.0007656332549738,-0.0098486662242411,-0.007918237138457,-0.0048914466182135,-0.0073234697087849,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
GMB,1991,0.0,1.2,0.0,7.0,0.009,-0.095670156,0.007864,0.00097000005,0.008076,0.01,0.0,0.00038497895,0.00038498268,-0.00549379,-0.027900148,0.0010826575170233,0.0099011658319592,0.0036155675214835,0.0037855164089398,0.0008100109757043,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
GRC,1991,0.0,4.2,,7.0,0.01,0.0308191,0.001576,0.00153,0.00029999999,0.0,0.0,0.000119015574,0.000119015574,-0.0021132082,-0.009704318,-0.0001525100965343,0.0003384699163072,-0.0003860485733917,0.0001355295714186,-0.0006401802430408,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
GRL,1991,0.0,,0.0,7.0,,,,0.004592,0.002188,0.0,0.0,,,-0.0077426583,,-0.007732672965412,-0.0082361998449805,-0.0152971506528073,-0.0040852570392238,-0.0134149195401766,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
GTM,1991,0.0,1.1,,7.0,0.0065,0.037400477,0.005122,0.003753,0.004586,0.0,0.0,0.00027175993,0.00027175993,-0.0055420846,-0.006621482,-0.0048498392949205,-0.0067878741549122,0.002282551396203,7.158696771590589e-05,-0.001863369842301,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
GUY,1991,0.0,0.6,0.0,7.0,0.0015,0.008329091,0.006195,0.007875999,0.000688,0.01,0.0,,,-0.0055420846,,0.0034639790216173,0.0033716662740345,0.0054759138977367,0.0041329120978357,0.0033137530968074,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
HKG,1991,0.0,,0.0,7.0,,-0.095670156,0.00062,0.004191,0.002128,0.01,0.0,0.000111959875,0.000111959875,-0.006785229,-0.0030013323,-0.0106799680455354,-0.0159885121185386,-0.0130428432606162,-0.0011701617852954,-0.0054702545651504,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
HND,1991,0.0,,0.0,7.0,0.008,0.03966511,0.001867,0.002357,0.000553,0.0,0.0,0.00028561056,0.00028561056,-0.0055420846,-0.008027147,0.0066311389914133,0.0006736504117566,0.01945459821672,0.0070154630209776,0.0087139072128771,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
HRV,1991,0.0,,0.44773474,7.0,0.0035,,0.00369,0.004447,0.00076300005,,0.0,,,-0.0021132082,,0.018536171569437,0.0146309034074125,0.0352345612304371,0.0151899114067858,0.0128707417143826,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
HTI,1991,0.0,,0.0,7.0,0.0015,0.027343675,0.00095,0.004704,,0.0,0.0,0.00018120557,0.0001812093,-0.0055420846,-0.011350479,0.0032813666644477,0.023054698839763,0.0099384309616768,0.0030128242018802,0.002584893024747,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
HUN,1991,0.0,2.4,0.53401035,7.0,0.01,-0.095670156,0.001522,0.005244,0.000297,0.0,0.0,-6.891787e-06,-6.8880618e-06,-0.0021132082,-0.14381711,0.0076320136183277,0.0003286964235892,0.0246942400865054,0.0203759433202522,0.0019205645127904,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
IDN,1991,0.0,1.7,13.210645,7.0,0.0015,0.023513753,0.007351,0.00234,0.0076800003,0.0,1.0,0.00016450882,0.0001645051,-0.006785229,0.008659625,0.0008365024655372,0.0008618097851327,-0.0155263774062199,-0.0002909293647396,0.0077105280456077,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
IND,1991,,3.0,7.1257787,7.0,0.009,0.025572272,0.0041819997,0.0032600001,0.008069,0.01,0.0,0.00017397106,0.00017397478,-0.006785229,-0.023188943,0.0006943536940996,0.0001857443042056,0.0073791175523399,0.0048216903424227,0.0018498814818091,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
IRL,1991,0.0,1.4,0.0,7.0,0.01,-0.095670156,0.001206,0.00155,0.000312,0.01,0.0,6.41346e-05,6.413087e-05,-0.0021132082,-0.017086692,0.0165147516513368,0.0029232943455443,0.0195504152053721,0.0079337125097599,0.0053220513050795,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
IRN,1991,0.0,1.7,87.15468,7.0,0.002,0.0364545,0.0066839997,0.0011519999,0.0074620005,0.0,1.0,0.0003669113,0.00036691502,-0.006785229,0.0376606,-0.0010816552173017,-0.0050423804863345,-0.0179629530997829,-0.0018156102440245,-0.0005811662110049,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
IRQ,1991,,,78.914856,7.0,0.0005,0.017917594,0.003689,0.004844,0.003694,0.0,1.0,-0.00037251413,-0.00037251413,-0.006785229,-0.6220093,0.0002220007223844,0.0018857838661933,0.0049320726128708,-0.0001418099490922,0.0065102778104773,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
ISL,1991,0.0,0.0,0.0,7.0,,0.026173959,0.000798,0.001913,0.00082,0.0,0.0,,,-0.0021132082,,0.0009091015050438,0.0351457072729195,0.000151497959373,0.0023734707215507,-0.0007245539436746,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
ISR,1991,0.0,15.3,,7.0,0.0095,0.005306283,0.003436,0.0034689999,0.005525,0.01,0.0,0.00037591904,0.00037591532,-0.006785229,-0.015156193,-0.0026127015797792,-0.0032734365172518,-0.0063062833306214,-0.015902200506241,-0.0013322123666406,0.0019304724114074972,-0.009160139936754507,-0.011416511800118644,0.0031051756443967386
