country,t,onset2COWCS,milexp_pergdpSIPRI,decade,democracy,logmountain,ethnic_fractionalization,religion_fractionalization,language_fractionalization,leg_british,opec,logpop_M_diff,logpopdens_diff,logoutreg_diff,ecgrowth_demeaned,treat_agri,treat_mine,treat_fuel,treat_metal,iv_transport,iv_agri,iv_mine,iv_fuel,iv_metal
SYR,1995,0.0,6.2,7.0,0.0005,0.01686399,0.005399,0.0043099998,0.0018170001,0.0,0.0,0.00026246905,0.00026246533,-0.0064730346,0.008169265,0.0014116805760974,0.0013385694058561,0.0028785226079395,0.0008232664886832,0.0089404987264678,0.0024053749545645295,0.0019293069199610594,0.0006410448824164,-0.00016546480765349317
TCD,1995,0.0,1.7,7.0,0.003,0.021400662,0.0086199995,0.0064109997,0.008635,0.0,0.0,0.00041162223,0.00041162595,-0.005631894,-0.04599284,0.0066603493104384,-0.0032149096254789,-4.332351074366487e-05,0.0005086740487768,0.0008086192722991,0.0024053749545645295,0.0019293069199610594,0.0006410448824164,-0.00016546480765349317
TGO,1995,0.0,2.0,7.0,0.004,-0.095670156,0.0070990003,0.0065960004,0.00898,0.0,0.0,0.00055796653,0.0005579628,-0.005631894,0.0085482905,-0.00254293039776,-0.0040649827879727,-0.0001450741895613,-0.0003983176427212,-0.0011230290538753,0.0024053749545645295,0.0019293069199610594,0.0006410448824164,-0.00016546480765349317
THA,1995,0.0,2.3,7.0,0.0095,0.01686399,0.0063380003,0.000994,0.006344,0.01,0.0,0.00012430549,0.00012430176,-0.0064730346,0.03610113,0.0028734983482849,0.0012288822293933,0.0013817394438502,0.0008885465529361,0.0026930122657357,0.0024053749545645295,0.0019293069199610594,0.0006410448824164,-0.00016546480765349317
TJK,1995,,1.1,7.0,0.002,0.043944493,0.005107,0.0033860002,0.005473,0.0,0.0,0.00013118237,0.0001311861,-0.0064730346,-0.10777575,-0.0014404019561919,-0.0047063405292979,-0.0009948649366669,-0.0003489011918928,-0.0007109913242929,0.0024053749545645295,0.0019293069199610594,0.0006410448824164,-0.00016546480765349317
TKM,1995,0.0,2.3,7.0,0.0005,,0.003918,0.002327,0.003984,0.0,0.0,0.00018558651,0.00018558092,-0.0064730346,-0.10480294,0.0013600120396417,0.0006179555198333,0.0013130052124209,0.0006874508961981,0.0021186282991945,0.0024053749545645295,0.0019293069199610594,0.0006410448824164,-0.00016546480765349317
TTO,1995,0.0,,7.0,0.0095,-0.095670156,0.0064749997,0.007936,0.001251,0.01,0.0,-7.912517e-06,-7.908791e-06,-0.0064392686,0.009870019,0.0007259650611271,0.001775389395413,0.0009155631047143,0.000590942586788,0.001359599233634,0.0024053749545645295,0.0019293069199610594,0.0006410448824164,-0.00016546480765349317
TUN,1995,0.0,1.9,7.0,0.0035,0.010296194,0.000394,0.000104,0.000124,0.0,0.0,0.00015817583,0.00015817583,-0.005631894,-0.02271294,0.0020216663059751,0.0016723001510226,0.0006365615650449,1.9203245826442724e-05,0.0003445256874796,0.0024053749545645295,0.0019293069199610594,0.0006410448824164,-0.00016546480765349317
TUR,1995,,3.9,7.0,0.009,0.042668965,0.0032,4.9000002e-05,0.0022159999,0.0,0.0,0.00017476082,0.00017476082,-0.0064730346,0.025860814,-0.0023364358115942,-0.0004084828491085,-0.0014037539548248,0.0004974262508033,-0.0011620064547595,0.0024053749545645295,0.0019293069199610594,0.0006410448824164,-0.00016546480765349317
TWN,1995,0.0,3.8,7.0,0.0085,0.038416006,0.002744,0.0068449997,0.005028,,0.0,8.8721514e-05,8.8721514e-05,-0.0064730346,0.013553873,4.380634008363093e-05,0.0005345524561446,0.0021730276191639,0.000167578699774,-0.0010988771480753,0.0024053749545645295,0.0019293069199610594,0.0006410448824164,-0.00016546480765349317
TZA,1995,0.0,1.6,7.0,0.0045,0.030773124,0.007353,0.0063340003,0.008983,0.01,0.0,0.00032632053,0.00032632425,-0.005631894,-0.007455607,0.0008212979893628,0.0032959980114811,0.0005892219109235,0.0001248003207185,0.0004900137887014,0.0024053749545645295,0.0019293069199610594,0.0006410448824164,-0.00016546480765349317
UGA,1995,0.0,2.1,7.0,0.003,0.022407096,0.009302,0.006332,0.009227,0.01,0.0,0.00027535856,0.00027535483,-0.005631894,0.08106088,0.0004078205330014,0.0004368145230041,8.338772786649568e-05,7.925099176568206e-06,0.0004046188412189,0.0024053749545645295,0.0019293069199610594,0.0006410448824164,-0.00016546480765349317
UKR,1995,0.0,2.8,7.0,0.0085,,0.004737,0.006157,0.004741,0.0,0.0,-7.587671e-05,-7.588416e-05,-0.0044635236,-0.110102735,0.0005996379461591,0.0005655361822977,0.0059860363020506,0.0048645255651876,0.0049861878415751,0.0024053749545645295,0.0019293069199610594,0.0006410448824164,-0.00016546480765349317
URY,1995,0.0,2.0,7.0,0.01,-0.095670156,0.002504,0.0035479998,0.000817,0.0,0.0,7.483363e-05,7.483736e-05,-0.0064392686,-0.040722676,0.0009347004325629,0.0005072600471774,0.00087815241912,0.0012870844496488,0.0003064101391883,0.0024053749545645295,0.0019293069199610594,0.0006410448824164,-0.00016546480765349317
USA,1995,0.0,3.8,7.0,0.01,0.031738784,0.004901,0.008241001,0.002514,0.01,0.0,0.00011779368,0.00011779368,-0.0047655255,-0.007891623,0.00131872145741,0.0019434260557088,0.001476055066585,0.0005746926761023,0.001925236185345,0.0024053749545645295,0.0019293069199610594,0.0006410448824164,-0.00016546480765349317
UZB,1995,0.0,1.1,7.0,0.0005,,0.004125,0.002133,0.00412,0.0,0.0,0.0002027601,0.0002027601,-0.0064730346,-0.042491756,0.005883211890824,0.0013662370154008,0.0025617089342527,0.0055519323975108,0.0099839468354194,0.0024053749545645295,0.0019293069199610594,0.0006410448824164,-0.00016546480765349317
VEN,1995,0.0,1.5,7.0,0.009,0.03058707,0.004966,0.00135,0.000686,0.0,1.0,0.0001982525,0.00019824877,-0.0064392686,0.020108964,-1.813658689219606e-05,-1.90468260533724e-05,-0.000227137331213,-0.0001294642341793,-0.0003188927205597,0.0024053749545645295,0.0019293069199610594,0.0006410448824164,-0.00016546480765349317
VGB,1995,0.0,,7.0,,,,,,,0.0,,,-0.0064392686,,-0.002226347754681,0.0058154340680955,0.0008582743532119,0.0015468962359062,-0.0037156291186666,0.0024053749545645295,0.0019293069199610594,0.0006410448824164,-0.00016546480765349317
VNM,1995,0.0,,7.0,0.0015,0.029549103,0.002383,0.00508,0.002377,0.0,0.0,0.00016860664,0.00016860664,-0.0064730346,0.049699463,0.0005268222283763,0.0001177012471338,0.000868616306138,-0.0005948022660978,0.0010035977110084,0.0024053749545645295,0.0019293069199610594,0.0006410448824164,-0.00016546480765349317
VUT,1995,0.0,,7.0,,0.0,0.000413,0.007044,0.005794,0.01,0.0,,,-0.0056947917,,0.0120708728897528,-0.0038755361587132,-2.9826555407808444e-05,-0.002118286811565,0.0032693045948675,0.0024053749545645295,0.0019293069199610594,0.0006410448824164,-0.00016546480765349317
WSM,1995,0.0,,7.0,,,0.001376,0.007871,0.000111,,0.0,,,-0.0056947917,,0.0404405085378874,0.0077785060447993,0.0020790619557135,-0.0004863039612977,0.0016929461834125,0.0024053749545645295,0.0019293069199610594,0.0006410448824164,-0.00016546480765349317
YEM,1995,0.0,6.4,7.0,0.004,0.03303217,,2.3e-05,8.0000005e-05,,0.0,0.0003210008,0.0003210008,-0.0064730346,0.053944662,0.0017097525974473,0.0187387980464399,0.0040948014274343,0.0009662112584573,0.0182018908409975,0.0024053749545645295,0.0019293069199610594,0.0006410448824164,-0.00016546480765349317
ZAF,1995,0.0,2.3,7.0,0.0095,0.020412203,0.0075169997,0.008603,0.008652,0.01,0.0,0.00013502687,0.0001350306,-0.005631894,0.0058724256,0.0021055170840088,0.0021053365476529,0.0019731510250479,0.0012476993547054,0.0032504398156792,0.0024053749545645295,0.0019293069199610594,0.0006410448824164,-0.00016546480765349317
ZMB,1995,0.0,1.6,7.0,0.008,-0.01609438,0.007808,0.007359,0.008734,0.01,0.0,0.00023387372,0.00023387,-0.005631894,-0.05342304,0.0052699443100074,0.0024537237279118,0.0017872413435124,0.0002925863095799,0.0036395352309081,0.0024053749545645295,0.0019293069199610594,0.0006410448824164,-0.00016546480765349317
ZWE,1995,0.0,19.1,7.0,0.002,0.010647108,0.003874,0.007363,0.004472,0.01,0.0,6.5639615e-05,6.5639615e-05,-0.005631894,-0.007929417,0.0038479914949243,0.0006085917169613,0.0025153496040422,0.0002940803688919,0.0048835325826731,0.0024053749545645295,0.0019293069199610594,0.0006410448824164,-0.00016546480765349317
ABW,1996,0.0,,7.0,,,,0.004107,0.003889,,0.0,,,0.0014828146,,-0.0206829596300559,0.03130545478113,0.0018755835848779,0.4072271961659763,-0.0018308889916344,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
AFG,1996,,,7.0,0.0015,0.041835755,0.0076929997,0.002717,0.006141,0.0,0.0,0.00031973422,0.00031973794,-0.01033093,0.019189587,0.0025827105219112,0.0008165178583503,0.0007384602262021,8.421864502304024e-05,0.0006577451494795,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
AGO,1996,0.0,5.2,7.0,0.004,0.022721259,0.007867,0.0062760003,0.00787,0.0,0.0,0.00024278462,0.00024278834,0.0006891191,0.07271024,-0.0004155704792026,-0.0018211829100767,0.0014105193569092,0.0004144382678254,-0.0024388338011118,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
ALB,1996,0.0,1.4,7.0,0.005,,0.002204,0.004719,0.000399,0.0,0.0,4.172325e-05,4.1719526e-05,0.0016537309,0.059864424,-0.0034669764908722,-0.004527158263748,-0.0016801069602276,-6.063417615391541e-05,-0.0024009582405363,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
AND,1996,0.0,,7.0,,,0.007139,0.002326,0.0068480005,,0.0,,,0.0016537309,,-0.0001177147795985,-0.0015545887079654,0.000738329749998,0.0012755638337656,0.0005158302387711,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
ANT,1996,0.0,,7.0,,,,0.0038659999,0.0025080002,,0.0,,,0.0014828146,,-0.0002825908652531,-0.0002822149559613,0.0891201572407494,0.0031821537197319,0.0003590841437224,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
ARE,1996,0.0,5.1,7.0,0.001,-0.095670156,0.0062519996,0.00331,0.004874,0.01,1.0,0.0005600974,0.0005600974,-0.01033093,0.0023738216,-0.0004753584347415,-0.0013994125164741,-0.0008124478898839,-0.0004053387958907,-0.0006930645127984,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
ARG,1996,0.0,1.4,7.0,0.0085,0.03346389,0.0025499999,0.002236,0.000618,0.0,0.0,0.00011528283,0.00011528283,0.0014828146,0.018904611,0.0006386485366895,3.413736655412912e-05,0.0001736750747054,-5.53811422154848e-05,0.0002690357522815,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
ARM,1996,0.0,3.3,7.0,0.002,,0.001272,0.004576,0.0012909999,0.0,0.0,-1.7464161e-05,-1.7467886e-05,-0.01033093,0.013499882,8.454634382725661e-05,-0.0028673817657953,0.0005487312216776,-7.416855264189481e-05,0.0013510807143178,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
ATG,1996,0.0,,7.0,,,0.0016429999,0.00684,0.001063,0.01,0.0,,,0.0014828146,,-0.0014619725073738,0.0039781705162853,-0.0003525058079439,0.000285258749399,-0.0022550279642811,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
AUS,1996,0.0,1.9,7.0,0.01,0.007419373,0.00092900003,0.008211,0.003349,0.01,0.0,0.00012109429,0.000121093355,0.00047250092,0.0055234283,-0.0010039485979922,-0.0005354686934158,-0.0007812929320314,-0.0001477121989073,-0.001540144858164,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
AUT,1996,0.0,1.1,7.0,0.01,0.040271357,0.001068,0.0041460004,0.001522,0.0,0.0,1.6659498e-05,1.6663224e-05,0.0016537309,-0.0046640616,-0.0027325926148575,-0.0240301321384775,0.0006255394440334,-0.0074040764106624,0.0005078602791623,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
AZE,1996,0.0,2.3,7.0,0.002,0.032425925,0.002047,0.004899,0.002054,0.0,0.0,9.615719e-05,9.616092e-05,-0.01033093,-0.03978445,9.258804169390636e-05,-0.0022430945671854,-0.0006477599269106,-0.0001810713373544,-0.0010161114839202,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
BDI,1996,,5.9,7.0,0.0025,0.04310799,0.0029510001,0.005158,0.0029769999,0.0,0.0,3.7677586e-05,3.7677586e-05,0.0006891191,-0.093951255,-0.0086585183028579,0.0060027660184443,7.159594507081656e-05,-3.532458876778365e-05,-0.0022542633292617,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
BEL,1996,0.0,1.5,7.0,0.01,-0.095670156,0.005554,0.002127,0.005409,0.0,0.0,2.308935e-05,2.3085624e-05,0.0016537309,-0.0105438875,0.000583469099905,-0.0119609225670011,-0.0013626235351977,-0.0006411223672321,-0.0013362685380129,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
BEN,1996,0.0,,7.0,0.008,-0.095670156,0.007871999,0.0055440003,0.007905,0.0,0.0,0.00030245632,0.00030245632,0.0006891191,0.018726747,-0.0121943118918189,-0.0023671651191119,0.0003201644079269,-3.475946509779761e-05,2.245165423131468e-05,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
BFA,1996,0.0,1.1,7.0,0.0025,-0.095670156,0.007377,0.005798,0.007228,0.0,0.0,0.00031548738,0.00031548738,0.0006891191,0.026874982,-0.0023671868056731,-0.0015761313649945,0.0005434927874696,-6.745949570554255e-05,-0.0003194931991744,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
BGD,1996,0.0,1.3,7.0,0.008,-0.095670156,0.00045400002,0.00209,0.000925,0.01,0.0,0.00020321459,0.00020320714,-0.01033093,0.011333848,0.001104834455062,-0.001560870573444,0.0001567107951401,7.1215514996419765e-06,0.0002064987982939,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
BGR,1996,0.0,2.0,7.0,0.009,0.03010621,0.004021,0.005965,0.0030309998,0.0,0.0,-0.0001154691,-0.00011547655,0.0016537309,-0.10654662,0.0021530127407396,0.0083462721450347,0.0063375388900414,0.0042964224047102,0.0093196164291424,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
BHR,1996,0.0,4.7,7.0,0.0005,-0.095670156,0.005021,0.005528,0.004344,0.01,0.0,0.00023144484,0.00023144484,-0.01033093,-0.005057281,0.0008698595857105,-0.0027076495091015,0.0009012758604929,0.0002737026751912,0.0018025292357814,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
BHS,1996,0.0,0.7,7.0,,-0.095670156,0.004228,0.006815,0.0018549999,0.01,0.0,,,0.0014828146,,0.0041072928784273,-0.0037312144609896,0.0015320903945781,0.0002177048880469,-1.0912127231577778e-05,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
BIH,1996,0.0,,7.0,,0.041026432,0.0063,0.0068510002,0.0067510004,,0.0,-0.00027460605,-0.00027460977,0.0016537309,0.5221035,0.0069602066376361,-0.0046442480014791,0.0037996560506824,0.0002091386915914,0.0016269780183707,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
BLR,1996,0.0,1.3,7.0,0.0015,,0.003222,0.006116,0.004666,0.0,0.0,-3.337115e-05,-3.337115e-05,0.0016537309,-0.0033376701,-0.0183146916943864,-0.0356639502339846,-0.0050950376354095,-0.0102218730675137,-0.0083526965226057,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
BLZ,1996,0.0,1.2,7.0,,0.0130833285,0.007015,0.0058130003,0.006303,0.01,0.0,,,0.0014828146,,-0.0032375683510818,-0.0024183529830685,-0.0096058236295381,-0.0014334359089158,-0.0016775159443089,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
BMU,1996,0.0,,7.0,,,,0.007112,,0.01,0.0,,,0.006245315,,-0.000114730861454,-0.0001341785353602,0.0002330074529711,0.0012178571825313,0.0002537324245887,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
BOL,1996,0.0,1.7,7.0,0.0095,0.035807375,0.007396,0.002085,0.00224,0.0,0.0,0.00021330267,0.00021330081,0.0014828146,0.012440509,0.0090860139046237,0.0005995083311601,5.703650724123155e-05,0.0002447050991929,0.0008475580637496,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
BRA,1996,0.0,1.6,7.0,0.009,0.0113140205,0.0054079997,0.0060540005,0.00046799998,0.0,0.0,0.00015423447,0.00015423633,0.0014828146,-0.009083995,-0.0007914478779609,0.0001811357536297,-0.0012841092472986,-0.0001648634703204,-0.0010880213489309,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
BRB,1996,0.0,0.8,7.0,,-0.095670156,0.0014229999,0.006934,0.000926,0.01,0.0,,,0.0014828146,,0.0001356469465837,-0.0009863122533453,0.0004453853120972,0.0001792066494884,0.0001959523984683,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
BRN,1996,0.0,6.2,7.0,,,0.005416,0.004404,0.003438,0.01,0.0,,,-0.01033093,,0.0002885917299136,-0.0014083980433881,0.0007097551238714,0.0005246340062037,0.0025040605209509,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
BTN,1996,0.0,,7.0,0.0,0.045464814,0.00605,0.003787,0.006056,0.01,0.0,,,-0.01033093,,-0.0009503790750553,-0.0076182857048432,0.0076969304171998,4.701091789562767e-05,-0.0006236974440774,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
BWA,1996,0.0,2.9,7.0,0.0085,-0.095670156,0.004102,0.0059859995,0.00411,0.01,0.0,0.00028897077,0.0002889717,0.0006891191,-0.020560374,0.0001053033114019,0.0091051471106449,0.0065919080753361,0.0003416683597789,0.0043813322089131,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
CAF,1996,0.0,1.2,7.0,0.0075,0.014816046,0.0082950005,0.007916,0.008334,0.0,0.0,0.00020894408,0.00020894781,0.0006891191,-0.08867741,0.0062083142062382,0.0008689130494166,0.002268360553492,0.0003298473832833,0.0044793920300557,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
CAN,1996,0.0,1.4,7.0,0.01,0.027343675,0.007124,0.006958,0.005772,0.01,0.0,0.00011219829,0.00011219643,0.006245315,-0.016250577,-0.0019103843222696,-0.0019169344084562,-0.0031352807255482,-0.0003250805499159,0.0011909276369831,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
CHE,1996,0.0,1.3,7.0,0.01,0.04203199,0.0053140004,0.0060829995,0.0054409998,0.0,0.0,3.33637e-05,3.33637e-05,0.0016537309,-0.016554618,0.0016692029036818,0.0016693344828223,0.0035425990961965,0.0054052943121849,0.0022519441817441,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
CHL,1996,0.0,3.1,7.0,0.009,0.040535226,0.0018610001,0.003841,0.0018709999,0.0,0.0,0.00013840199,0.00013840385,0.0014828146,0.039333966,-0.0006590706271743,-0.0001627985701468,-0.000938898224935,0.0143449840575816,-0.0013510390480046,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
CHN,1996,0.0,1.7,7.0,0.0015,0.036216706,0.001538,0.006643,0.001327,0.0,0.0,0.00010481477,0.00010481477,-0.01033093,-0.032728545,-0.0009932672550345,-0.0025792179482552,-0.0012128634548562,-0.0006078161809528,-0.0070521063866614,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
CIV,1996,0.0,0.9,7.0,0.002,-0.0091629075,0.008204,0.007551,0.007842001,0.0,0.0,0.00028923154,0.00028923154,0.0006891191,0.04442227,-0.0033759729059522,0.0008032311773495,-0.0010054962451871,9.006781949039882e-05,0.001513228828946,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
CMR,1996,0.0,1.2,7.0,0.003,0.028735647,0.008635,0.007338,0.008898,0.0,0.0,0.00024799258,0.00024800003,0.0006891191,0.0132438475,-0.0035617543494706,-0.0012364735117793,-0.0011657119378705,-5.997703967454112e-05,-0.0014862178196953,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
COD,1996,1.0,1.5,7.0,0.005,0.014350845,0.008747,0.0070209997,0.008705,0.0,0.0,0.00019211322,0.00019211881,0.0006891191,-0.016402386,0.0003498773904399,0.0022820877358342,0.0005320333428008,0.000206928470074,0.0023030070671289,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
COG,1996,0.0,,7.0,0.0075,-0.095670156,0.008747,0.0066420003,0.006871,0.0,0.0,0.00030197948,0.00030198693,0.0006891191,0.0006464962,0.0015507078413395,-0.0008761417573843,0.0018805750979869,0.0004578525379494,-0.0003637729210377,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
COL,1996,0.0,3.6,7.0,0.0085,0.03613617,0.006014,0.001478,0.00019300001,0.0,0.0,0.00018832088,0.00018831342,0.0014828146,-0.016587384,0.0002981764623248,0.0003541887432075,0.0004834619379007,0.0004558292845853,0.000300461012788,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
CPV,1996,0.0,0.8,7.0,,0.028154088,0.004174,0.000766,,0.0,0.0,0.00013555214,0.00013555214,0.0006891191,0.018732123,0.0015452979457144,0.0029345379039263,0.0005888547188159,0.0001958315702094,0.0009041044722978,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
CRI,1996,0.0,0.0,7.0,0.01,0.031000923,0.002368,0.00241,0.000489,0.0,0.0,0.00019878149,0.00019878149,0.0014828146,-0.032158032,0.0003406785838331,-0.0010869348188179,0.0012639041741936,0.0004269766835448,0.0006218624828811,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
CUB,1996,0.0,,7.0,0.0015,,0.005908,0.005059,,0.0,0.0,4.3161213e-05,4.316494e-05,0.0014828146,0.06746252,0.0012424914410876,0.0151045634245334,0.0009421426111028,9.196380027883228e-05,0.0025311316203323,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
CYM,1996,0.0,,7.0,,,,,,,0.0,,,0.0014828146,,-0.000152246280553,-0.0035776799079649,-0.0002250596034668,1.2594473349911673e-05,-0.0006679079431537,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
CYP,1996,0.0,3.2,7.0,0.01,0.021972246,0.00093900005,0.003962,0.003962,0.01,0.0,,,-0.01033093,,-0.0030742030950169,0.001119462068772,0.0004319018075483,0.000711914549571,-0.0001625156144615,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
CZE,1996,0.0,1.8,7.0,0.01,,0.003222,0.006591,0.003233,,0.0,-1.1637807e-05,-1.1641532e-05,0.0016537309,0.021204958,-0.0011074133940906,0.0023211837579565,-0.0023156276795886,0.0002064164384118,-0.0012465464857971,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
DEU,1996,0.0,1.6,7.0,0.01,0.0069314716,0.001682,0.0065710004,0.0016419999,0.0,0.0,2.8982759e-05,2.8979033e-05,0.0016537309,-0.017761078,0.0017622299613949,0.0005714260573457,0.0037434409297671,-0.0003532106251202,0.0013547702414786,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
DJI,1996,0.0,4.2,7.0,0.002,0.013609766,0.007962,0.000435,0.0065579996,0.0,0.0,0.00010354817,0.00010355003,0.0006891191,-0.05877198,0.0030753420455254,-0.0034387667071236,0.0004488833838122,0.00023808007852,0.0015863258487333,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
DNK,1996,0.0,1.7,7.0,0.01,-0.095670156,0.000819,0.002333,0.0010490001,0.0,0.0,5.6147575e-05,5.61513e-05,0.0016537309,0.0011424087,0.0009783193270049,0.0026406450591054,0.0029604419534553,0.0009846695466702,-0.0018011697029774,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
DOM,1996,0.0,0.5,7.0,0.009,0.027972814,0.004294,0.003118,0.000395,0.0,0.0,0.00017156452,0.00017155334,0.0014828146,0.02698063,0.0015438815357003,-0.0006677461673385,-1.74009102366611e-06,-9.233945768095553e-06,-8.893852373947908e-05,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
DZA,1996,,3.1,7.0,0.0035,0.027536606,0.003394,9.1e-05,0.004427,0.0,1.0,0.00018164515,0.00018164888,0.0006891191,0.00068099424,0.0026985314557164,0.0035127574724312,0.0099920127562939,0.0040407098274293,0.0086738763506855,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
ECU,1996,0.0,2.0,7.0,0.0095,0.03637586,0.0065499996,0.001417,0.001308,0.0,0.0,0.00022815913,0.00022816285,0.0014828146,-0.020295465,0.001109238555367,0.0003945318622302,0.0004503643233392,4.148039452865019e-05,0.0001889038564291,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
EGY,1996,0.0,3.5,7.0,0.002,0.0,0.0018359999,0.001979,0.000237,0.0,0.0,0.00021652877,0.00021652132,0.0006891191,0.0023561288,0.0010270679557879,0.0012838274955044,0.0006142605269362,4.245368377542671e-05,0.0010113252610066,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
ERI,1996,0.0,21.9,7.0,0.002,,0.0065240003,0.004253,0.00653,,0.0,,,0.0006891191,,0.0048591906899548,-0.0039118229248871,0.0017287896783169,-0.0002713711902875,0.0032009934799821,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
ESP,1996,0.0,1.4,7.0,0.01,0.030726934,0.004165,0.004514,0.004132,0.0,0.0,1.360476e-05,1.360476e-05,0.0016537309,-0.0041631423,-0.0005946650413588,7.417080199034927e-05,-0.0009908586045409,-0.0019222481489775,-0.0006614453583784,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
EST,1996,0.0,0.9,7.0,0.008,,0.0050620004,0.004985,0.004944,0.0,0.0,-0.00012999028,-0.000129994,0.0016537309,0.021644447,-0.0035230528331622,-6.638618160143689e-05,-0.0016702513855157,0.0120881507213361,-0.0017559179011854,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
ETH,1996,0.0,1.8,7.0,0.0055,0.042541932,0.007235,0.006249,0.008072999,0.0,0.0,,,0.0006891191,,0.0042812623719641,-0.0211689987511173,-0.039373193806297,-0.0395061369825121,-0.0154537710747124,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
FIN,1996,0.0,1.6,7.0,0.01,-0.017719569,0.001315,0.0025310002,0.001412,0.0,0.0,3.0621886e-05,3.0621886e-05,0.0016537309,0.0062951837,0.0037510915403292,0.0014893312082306,0.0007480782639755,0.0003884604005079,0.0019586195292879,-0.0005141385084192181,-0.0027185062026019147,0.00024523155838989937,0.0018214394433490133
